time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,actual delta at t + 2,spot at t,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:06",45.2,46.651370366986015,63.75,-0.09345104533622361,-0.11400251337363443,29683.05,29694.1,"01/12/2020, 09:15:08",18.097999999999995,    ,56.3166624163901
"01/12/2020, 09:15:12",58.55,56.895687079607505,54.7,-0.10897543177179614,-0.1041073526494074,29715.0,29696.75,"01/12/2020, 09:15:14",3.264499999999994
"01/12/2020, 09:15:13",53.75,52.88600570165257,54.76860465116279,-0.10193543150762707,-0.10565315235453454,29719.4,29691.35,"01/12/2020, 09:15:15",-0.48110465116278933,   ,positive:,84
"01/12/2020, 09:15:14",54.7,55.84439200884123,54.76860465116279,-0.1041073526494074,-0.10565315235453454,29696.75,29667.65,"01/12/2020, 09:15:16",-0.4783953488372136,   ,negative:,81
"01/12/2020, 09:15:15",54.76860465116279,55.55671162411116,60.75,-0.10565315235453454,-0.11233162833832466,29691.35,29666.15,"01/12/2020, 09:15:17",5.433709302325583
"01/12/2020, 09:15:16",54.76860465116279,56.19962743331367,59.9,-0.10565315235453454,-0.11095627396571217,29667.65,29674.85,"01/12/2020, 09:15:18",4.583709302325581,   ,EPAP:,58
"01/12/2020, 09:15:17",60.75,61.38201607169946,60.670833333333334,-0.11233162833832466,-0.113285611757874,29666.15,29673.45,"01/12/2020, 09:15:19",-0.6866666666666658,   ,EPAL:,19
"01/12/2020, 09:15:20",60.670833333333334,62.954252428228884,69.05,-0.113285611757874,-0.12305544080390973,29635.6,29628.6,"01/12/2020, 09:15:22",7.772458333333329,   ,ELAP:,25
"01/12/2020, 09:15:21",65.76851851851852,68.0567655237045,69.05,-0.12100749737555816,-0.12305544080390973,29614.3,29626.35,"01/12/2020, 09:15:23",2.623796296296293,   ,ELAL:,63
"01/12/2020, 09:15:24",66.8,65.35827082620318,65.60588235294118,-0.11953281698424689,-0.11802494545918307,29650.2,29653.3,"01/12/2020, 09:15:26",0.5261176470588175
"01/12/2020, 09:15:27",65.60588235294118,64.88643795739189,61.9,-0.11802494545918307,-0.11296152520117175,29661.8,29677.3,"01/12/2020, 09:15:29",3.0498235294117695
"01/12/2020, 09:15:28",62.9,62.17909545701361,59.95,-0.11437882944846933,-0.11023508682228567,29670.5,29689.7,"01/12/2020, 09:15:30",2.3209999999999957
"01/12/2020, 09:15:30",59.95,59.07935111538124,61.55,-0.11023508682228567,-0.11209732774659642,29689.7,29686.65,"01/12/2020, 09:15:32",-1.0004999999999944
"01/12/2020, 09:15:35",66.0,67.18710754740539,66.6625,-0.11850969717670523,-0.1190455721825856,29653.85,29665.6,"01/12/2020, 09:15:37",0.0024999999999942846
"01/12/2020, 09:15:40",66.5,67.21718683136596,68.15,-0.11842007240829844,-0.12072924632775539,29655.3,29653.2,"01/12/2020, 09:15:42",0.9850000000000056
"01/12/2020, 09:15:46",68.35333333333332,67.13861022665473,64.8,-0.12137293057321585,-0.115761717870555,29675.45,29678.55,"01/12/2020, 09:15:48",2.8697999999999944
"01/12/2020, 09:16:05",60.0,59.36272895660686,60.1,-0.11088561479937198,-0.11080459814820642,29688.05,29681.85,"01/12/2020, 09:16:07",0.49999999999999856
"01/12/2020, 09:16:12",61.5,63.004927145083094,64.36,-0.11360568610143673,-0.11700944814947434,29657.4,29652.05,"01/12/2020, 09:16:14",2.244999999999999
"01/12/2020, 09:16:30",65.1,65.82958444634036,67.0,-0.11838994137178815,-0.1201033883035052,29639.5,29643.75,"01/12/2020, 09:16:32",1.2490000000000059
"01/12/2020, 09:16:35",66.7,67.45299777944908,69.6,-0.1200283134721758,-0.12343708892785799,29627.75,29631.5,"01/12/2020, 09:16:37",2.2329999999999917
"01/12/2020, 09:16:36",69.5,70.25805039773422,69.6,-0.12397164878166222,-0.12343708892785799,29620.75,29627.8,"01/12/2020, 09:16:38",-0.5950000000000057
"01/12/2020, 09:16:47",68.05,67.27315983597704,67.8,-0.12280117944101221,-0.12248697971699585,29615.75,29616.75,"01/12/2020, 09:16:49",-0.4305
"01/12/2020, 09:16:58",70.05,70.80610633641028,74.25,-0.12667732794398034,-0.1309079681050207,29585.3,29584.35,"01/12/2020, 09:17:00",3.499500000000003
"01/12/2020, 09:17:03",72.4,71.5819068440296,71.0,-0.12820069298413728,-0.12633464878035738,29598.6,29606.4,"01/12/2020, 09:17:05",0.6760000000000056
"01/12/2020, 09:17:12",72.6,73.82270462959337,74.0,-0.12945133071298187,-0.13060696335287503,29581.75,29585.25,"01/12/2020, 09:17:14",0.6740000000000057
"01/12/2020, 09:17:43",71.45,70.29569924412776,72.25,-0.12652647005779727,-0.12788933242973144,29610.6,29601.25,"01/12/2020, 09:17:45",-0.08549999999999713
"01/12/2020, 09:18:16",71.5,72.37917918310916,71.5,-0.12746100487674994,-0.12746100487674994,29596.15,29602.45,"01/12/2020, 09:18:18",-0.715
"01/12/2020, 09:18:31",77.55,79.14518714909076,78.2,-0.13622456490338664,-0.13646089598751132,29551.75,29557.5,"01/12/2020, 09:18:33",-0.12549999999999428
"01/12/2020, 09:18:36",74.9,73.82713862724587,74.6,-0.13191763237045961,-0.13209506423663697,29578.45,29571.15,"01/12/2020, 09:18:38",-0.44899999999998874
"01/12/2020, 09:19:36",73.25,72.41843645988088,73.65,-0.12998316101402452,-0.13033490431553219,29583.5,29584.15,"01/12/2020, 09:19:38",0.33249999999999436
