time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,actual delta at t + 2,spot at t,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:04",59.7,58.5349426593195,45.2,-0.10826943388337895,-0.09345104533622361,29720.7,29683.05,"01/12/2020, 09:15:06",13.903,    ,57.706186904101834
"01/12/2020, 09:15:05",45.2,46.05327857238508,54.25,-0.09234414856109652,-0.10400136134194327,29707.5,29688.6,"01/12/2020, 09:15:07",8.597999999999997
"01/12/2020, 09:15:06",45.2,46.903202761084515,63.75,-0.09345104533622361,-0.11400251337363443,29683.05,29694.1,"01/12/2020, 09:15:08",18.097999999999995,   ,positive:,160
"01/12/2020, 09:15:10",54.724999999999994,55.35425617295347,58.55,-0.10415029081514149,-0.10897543177179614,29688.1,29715.0,"01/12/2020, 09:15:12",3.277750000000003,   ,negative:,228
"01/12/2020, 09:15:12",58.55,56.153612719000165,54.7,-0.10897543177179614,-0.1041073526494074,29715.0,29696.75,"01/12/2020, 09:15:14",3.264499999999994
"01/12/2020, 09:15:14",54.7,56.41167055149865,54.76860465116279,-0.1041073526494074,-0.10565315235453454,29696.75,29667.65,"01/12/2020, 09:15:16",-0.4783953488372136,   ,EPAP:,150
"01/12/2020, 09:15:16",54.76860465116279,56.614341385814356,59.9,-0.10565315235453454,-0.11095627396571217,29667.65,29674.85,"01/12/2020, 09:15:18",4.583709302325581,   ,EPAL:,50
"01/12/2020, 09:15:18",59.9,59.19872341265697,60.670833333333334,-0.11095627396571217,-0.113285611757874,29674.85,29635.6,"01/12/2020, 09:15:20",-0.17183333333333572,   ,ELAP:,52
"01/12/2020, 09:15:20",60.670833333333334,63.809730575706624,69.05,-0.113285611757874,-0.12305544080390973,29635.6,29628.6,"01/12/2020, 09:15:22",7.772458333333329,   ,ELAL:,136
"01/12/2020, 09:15:21",65.76851851851852,67.77466317359894,69.05,-0.12100749737555816,-0.12305544080390973,29614.3,29626.35,"01/12/2020, 09:15:23",2.623796296296293
"01/12/2020, 09:15:22",69.05,67.83330459410645,66.8,-0.12305544080390973,-0.11953281698424689,29628.6,29650.2,"01/12/2020, 09:15:24",1.5594999999999999
"01/12/2020, 09:15:24",66.8,64.72301236655301,65.60588235294118,-0.11953281698424689,-0.11802494545918307,29650.2,29653.3,"01/12/2020, 09:15:26",0.5261176470588175
"01/12/2020, 09:15:26",65.60588235294118,64.93100546742627,62.9,-0.11802494545918307,-0.11437882944846933,29653.3,29670.5,"01/12/2020, 09:15:28",2.0498235294117695
"01/12/2020, 09:15:27",65.60588235294118,64.84735182354828,61.9,-0.11802494545918307,-0.11296152520117175,29661.8,29677.3,"01/12/2020, 09:15:29",3.0498235294117695
"01/12/2020, 09:15:28",62.9,62.14665731900508,59.95,-0.11437882944846933,-0.11023508682228567,29670.5,29689.7,"01/12/2020, 09:15:30",2.3209999999999957
"01/12/2020, 09:15:30",59.95,58.930759289161024,61.55,-0.11023508682228567,-0.11209732774659642,29689.7,29686.65,"01/12/2020, 09:15:32",-1.0004999999999944
"01/12/2020, 09:15:33",61.55,62.40055814847053,66.0,-0.11209732774659642,-0.11850969717670523,29676.2,29653.85,"01/12/2020, 09:15:35",3.834500000000003
"01/12/2020, 09:15:35",66.0,67.48970854743706,66.6625,-0.11850969717670523,-0.1190455721825856,29653.85,29665.6,"01/12/2020, 09:15:37",0.0024999999999942846
"01/12/2020, 09:15:40",66.5,67.32323785071189,68.15,-0.11842007240829844,-0.12072924632775539,29655.3,29653.2,"01/12/2020, 09:15:42",0.9850000000000056
"01/12/2020, 09:15:46",68.35333333333332,66.76343042452392,64.8,-0.12137293057321585,-0.115761717870555,29675.45,29678.55,"01/12/2020, 09:15:48",2.8697999999999944
"01/12/2020, 09:16:05",60.0,59.19686999152106,60.1,-0.11088561479937198,-0.11080459814820642,29688.05,29681.85,"01/12/2020, 09:16:07",0.49999999999999856
"01/12/2020, 09:16:12",61.5,63.68351501961717,64.36,-0.11360568610143673,-0.11700944814947434,29657.4,29652.05,"01/12/2020, 09:16:14",2.244999999999999
"01/12/2020, 09:16:18",64.55,65.22968393756442,65.4,-0.11705517067639448,-0.11830254575215804,29653.1,29651.3,"01/12/2020, 09:16:20",0.20450000000000856
"01/12/2020, 09:16:29",66.00454545454545,65.2392113706968,65.1,-0.11901465289838598,-0.11838994137178815,29654.7,29639.5,"01/12/2020, 09:16:31",0.2445000000000016
"01/12/2020, 09:16:30",65.1,66.3875231061107,67.0,-0.11838994137178815,-0.1201033883035052,29639.5,29643.75,"01/12/2020, 09:16:32",1.2490000000000059
"01/12/2020, 09:16:35",66.7,67.74858535249585,69.6,-0.1200283134721758,-0.12343708892785799,29627.75,29631.5,"01/12/2020, 09:16:37",2.2329999999999917
"01/12/2020, 09:16:37",69.6,68.65291412292784,68.75,-0.12343708892785799,-0.12290928448237537,29631.5,29625.95,"01/12/2020, 09:16:39",0.15399999999999436
"01/12/2020, 09:16:41",69.65,70.54122191809525,69.65,-0.12439634074326023,-0.12439634074326023,29616.15,29610.35,"01/12/2020, 09:16:43",-0.6965000000000001
"01/12/2020, 09:16:47",68.05,66.96821298886043,67.8,-0.12280117944101221,-0.12248697971699585,29615.75,29616.75,"01/12/2020, 09:16:49",-0.4305
"01/12/2020, 09:16:56",69.05,70.02372573010813,70.05,-0.12486257926411781,-0.12667732794398034,29598.35,29585.3,"01/12/2020, 09:16:58",0.3095
