time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,expected delta at t+2,actual delta at t + 2,spot at t,expected spot at t+2,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:03",311.85,328.3378253313152,373.30285714285714,-0.44085094468755415,-0.45432538117893273,-0.44227904891158687,29705.3,-37.400000000001455,29707.5,"01/12/2020, 09:15:05",58.334357142857115,    ,-2989.1611249294288
"01/12/2020, 09:15:04",373.30285714285714,359.68066243637895,361.15,-0.44227904891158687,-0.4451352573596523,-0.4538227712146181,29720.7,30.80000000000291,29683.05,"01/12/2020, 09:15:06",8.419828571428587
"01/12/2020, 09:15:05",373.30285714285714,384.97902403412365,368.3,-0.44227904891158687,-0.44227904891158687,-0.45247822326928144,29707.5,-26.400000000001455,29688.6,"01/12/2020, 09:15:07",-8.735885714285695,   ,positive:,612
"01/12/2020, 09:15:06",361.15,383.3419335123955,375.95,-0.4538227712146181,-0.4769102158206806,-0.4512441502811271,29683.05,-48.900000000001455,29694.1,"01/12/2020, 09:15:08",11.188500000000012,   ,negative:,1696
"01/12/2020, 09:15:07",368.3,363.27749172171167,388.75,-0.45247822326928144,-0.4497891273786081,-0.4514734971053258,29688.6,11.099999999998545,29696.45,"01/12/2020, 09:15:09",-16.76699999999999
"01/12/2020, 09:15:08",375.95,370.9863143469076,384.97142857142853,-0.4512441502811271,-0.44877600430481834,-0.453912200873674,29694.1,11.0,29688.1,"01/12/2020, 09:15:10",-5.261928571428544,   ,EPAP:,696
"01/12/2020, 09:15:10",384.97142857142853,392.5517623260209,368.25,-0.453912200873674,-0.4587896084103704,-0.4437510638126696,29688.1,-16.700000000004366,29715.0,"01/12/2020, 09:15:12",-20.571142857142817,   ,EPAL:,467
"01/12/2020, 09:15:12",368.25,341.44743574571413,370.15,-0.4437510638126696,-0.4234287896906608,-0.4498895234064548,29715.0,60.400000000001455,29696.75,"01/12/2020, 09:15:14",1.7825000000000228,   ,ELAP:,436
"01/12/2020, 09:15:13",360.0,356.1147585380955,379.45,-0.4415047115799098,-0.43701200711439014,-0.45242702690302394,29719.4,8.80000000000291,29691.35,"01/12/2020, 09:15:15",-15.849999999999989,   ,ELAL:,709
"01/12/2020, 09:15:14",370.15,390.5299954103137,385.8,-0.4498895234064548,-0.4666591470595449,-0.4608366471984482,29696.75,-45.30000000000291,29667.65,"01/12/2020, 09:15:16",11.948500000000035
"01/12/2020, 09:15:15",379.45,384.33621189055395,398.4,-0.45242702690302394,-0.4575020338961622,-0.4620423528649553,29691.35,-10.80000000000291,29666.15,"01/12/2020, 09:15:17",15.15549999999999
"01/12/2020, 09:15:16",385.8,407.6436570772038,398.75,-0.4608366471984482,-0.4776558877892967,-0.4591686691128416,29667.65,-47.39999999999418,29674.85,"01/12/2020, 09:15:18",9.091999999999988
"01/12/2020, 09:15:18",398.75,390.7604651574392,402.15,-0.4591686691128416,-0.45342130160861416,-0.47275953365897294,29674.85,17.39999999999418,29635.6,"01/12/2020, 09:15:20",0.587500000000023
"01/12/2020, 09:15:20",402.15,437.9378966979863,418.7,-0.47275953365897294,-0.49954112437262665,-0.4756496491609141,29635.6,-75.70000000000437,29628.6,"01/12/2020, 09:15:22",12.528500000000012
"01/12/2020, 09:15:21",416.6,437.0777718417056,406.3277777777778,-0.4806988695236214,-0.4965775412529183,-0.476206434177584,29614.3,-42.599999999998545,29626.35,"01/12/2020, 09:15:23",-14.43822222222224
"01/12/2020, 09:15:22",418.7,405.0964200339985,406.3277777777778,-0.4756496491609141,-0.4655512084354996,-0.476206434177584,29628.6,28.599999999998545,29650.2,"01/12/2020, 09:15:24",8.185222222222205
"01/12/2020, 09:15:24",406.3277777777778,383.6127308675049,409.5,-0.476206434177584,-0.476206434177584,-0.46688594020452,29650.2,47.700000000004366,29653.3,"01/12/2020, 09:15:26",0.8910555555555604
"01/12/2020, 09:15:25",406.8,411.40122119480867,399.168691588785,-0.46951236681707087,-0.4561242320960446,-0.4636747973563615,29645.3,-9.80000000000291,29661.8,"01/12/2020, 09:15:27",-11.699308411215004
"01/12/2020, 09:15:26",409.5,402.0298249567277,399.168691588785,-0.46688594020452,-0.4616330869794183,-0.4636747973563615,29653.3,16.0,29670.5,"01/12/2020, 09:15:28",6.236308411214991
"01/12/2020, 09:15:27",399.168691588785,391.28622003372686,387.5,-0.4636747973563615,-0.45725251166004455,-0.4576677267323248,29661.8,17.0,29677.3,"01/12/2020, 09:15:29",7.677004672897159
"01/12/2020, 09:15:28",399.168691588785,391.10075011478364,385.05,-0.4636747973563615,-0.4636747973563615,-0.4533892433755682,29670.5,17.400000000001455,29689.7,"01/12/2020, 09:15:30",10.127004672897147
"01/12/2020, 09:15:29",387.5,381.27571891644106,388.9,-0.4576677267323248,-0.4456535854842514,-0.4553035815661133,29677.3,13.599999999998545,29684.7,"01/12/2020, 09:15:31",2.4750000000000227
"01/12/2020, 09:15:30",385.05,373.8059467642846,386.35,-0.4533892433755682,-0.44483227666205494,-0.45448488144756993,29689.7,24.80000000000291,29686.65,"01/12/2020, 09:15:32",2.550499999999989
"01/12/2020, 09:15:31",388.9,393.4530358156611,390.38671875,-0.4553035815661133,-0.45913225794720347,-0.4582170668982144,29684.7,-10.0,29676.2,"01/12/2020, 09:15:33",-2.402281249999977
"01/12/2020, 09:15:33",390.38671875,399.96345544817336,401.05806451612904,-0.4582170668982144,-0.46568143779950333,-0.46641184208056075,29676.2,-20.900000000001455,29653.85,"01/12/2020, 09:15:35",6.767478578629037
