time t,actual price at t,expected price at t + 10,actual price at t + 10,delta at t,expected delta at t+10,actual delta at t + 10,spot at t,expected spot at t+10,actual spot at t + 10,time t + 10,trade pnl,    , Total PnL:
"01/12/2020, 09:15:39",491.8083333333333,458.7379239421475,499.6,0.5829524084219884,0.8617916853637878,0.5847762953635538,29664.6,-56.72917533818081,29676.9,"01/12/2020, 09:15:49",-2.8735833333334098,    ,-35469.374842370504
"01/12/2020, 09:15:40",491.8,381.4739987194455,496.85,0.575513361764024,0.8223657388169165,0.5836258744238876,29655.3,-191.7001560874118,29673.6,"01/12/2020, 09:15:50",-0.13200000000001122
"01/12/2020, 09:15:41",484.65,257.3552837747889,495.8,0.5753068235208048,0.7775933295290015,0.5860588162249769,29652.55,-395.08433922997165,29678.05,"01/12/2020, 09:15:51",-6.303500000000034,   ,positive:,3679
"01/12/2020, 09:15:42",486.65,281.95170958084395,497.6,0.5753070110586123,0.7900157709609542,0.584465084830299,29653.2,-355.8070499479822,29675.55,"01/12/2020, 09:15:52",-6.083500000000045,   ,negative:,9505
"01/12/2020, 09:15:43",487.2,328.3399558390078,500.0,0.5744232747019851,0.802576627352122,0.5850279894730193,29651.55,-276.55572320500056,29677.55,"01/12/2020, 09:15:53",-7.9280000000000115
"01/12/2020, 09:15:44",486.9,394.11355252053363,500.05,0.5758503386459779,0.8046144409490866,0.5823410510856775,29654.4,-161.12944849114643,29672.15,"01/12/2020, 09:15:54",-8.281000000000034,   ,EPAP:,3246
"01/12/2020, 09:15:45",490.3,439.5412649439046,499.85,0.576886348426342,0.8487870225772042,0.5835613865201594,29657.65,-87.98740894902005,29674.55,"01/12/2020, 09:15:55",-4.647000000000011,   ,EPAL:,3314
"01/12/2020, 09:15:46",494.85,465.3310813364204,500.7,0.584919479842938,0.8684248243340258,0.584451748727588,29675.45,-50.46663631634566,29676.65,"01/12/2020, 09:15:56",-0.9014999999999658,   ,ELAP:,3369
"01/12/2020, 09:15:47",502.13800000000003,472.1039017797508,500.6,0.5842327130267222,0.8761774536763531,0.5850680647199624,29677.2,-51.40776534859236,29677.85,"01/12/2020, 09:15:57",-3.4833799999999897,   ,ELAL:,3255
"01/12/2020, 09:15:48",502.13800000000003,495.35632576180666,501.05,0.5842327130267222,0.8742567849020002,0.5857607848156476,29678.55,-11.607830385018485,29679.4,"01/12/2020, 09:15:58",-3.9333799999999783
