time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,actual delta at t + 2,spot at t,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:06",207.95,215.12316420782727,220.0,-0.3070864744586288,-0.3101812872955634,29683.05,29694.1,"01/12/2020, 09:15:08",9.970500000000012,    ,-52.65072666687247
"01/12/2020, 09:15:12",210.25,203.41536422014576,216.06363636363636,-0.3019192504325474,-0.3076004783906683,29715.0,29696.75,"01/12/2020, 09:15:14",-3.7111363636363626
"01/12/2020, 09:15:13",206.85,203.05553905294315,216.06363636363636,-0.29954677702335175,-0.3076004783906683,29719.4,29691.35,"01/12/2020, 09:15:15",-7.145136363636368,   ,positive:,105
"01/12/2020, 09:15:14",216.06363636363636,221.15612380697854,225.05,-0.3076004783906683,-0.31753197117723175,29696.75,29667.65,"01/12/2020, 09:15:16",6.825727272727285,   ,negative:,178
"01/12/2020, 09:15:15",216.06363636363636,219.5115323538612,235.02025316455695,-0.3076004783906683,-0.32181273222704476,29691.35,29666.15,"01/12/2020, 09:15:17",16.79598043728422
"01/12/2020, 09:15:16",225.05,231.53654360584935,235.02025316455695,-0.31753197117723175,-0.32181273222704476,29667.65,29674.85,"01/12/2020, 09:15:18",7.719753164556936,   ,EPAP:,90
"01/12/2020, 09:15:17",235.02025316455695,237.74822195022054,239.45,-0.32181273222704476,-0.32203940509134554,29666.15,29673.45,"01/12/2020, 09:15:19",2.079544303797471,   ,EPAL:,49
"01/12/2020, 09:15:20",240.0,250.01975687687175,250.0,-0.3299944403806876,-0.33509211762066116,29635.6,29628.6,"01/12/2020, 09:15:22",7.6,   ,ELAP:,45
"01/12/2020, 09:15:21",245.0,254.58884405648485,241.8,-0.33639178345765686,-0.3326271866171737,29614.3,29626.35,"01/12/2020, 09:15:23",-5.649999999999989,   ,ELAL:,99
"01/12/2020, 09:15:24",243.7,237.77667250998022,242.1,-0.3283208002358151,-0.3270944619544025,29650.2,29653.3,"01/12/2020, 09:15:26",-0.8370000000000055
"01/12/2020, 09:15:27",239.9,236.93758836630514,225.47058823529412,-0.32454297888762085,-0.3154154709136492,29661.8,29677.3,"01/12/2020, 09:15:29",12.030411764705889
"01/12/2020, 09:15:28",227.5,224.50657139081105,225.47058823529412,-0.31795222303117043,-0.3154154709136492,29670.5,29689.7,"01/12/2020, 09:15:30",-0.2455882352941159
"01/12/2020, 09:15:29",225.47058823529412,222.94835585135255,227.5261904761905,-0.3154154709136492,-0.31509869527326373,29677.3,29684.7,"01/12/2020, 09:15:31",0.19910364145656434
"01/12/2020, 09:15:30",225.47058823529412,221.73585427042403,227.5261904761905,-0.3154154709136492,-0.31509869527326373,29689.7,29686.65,"01/12/2020, 09:15:32",0.19910364145656434
"01/12/2020, 09:15:33",230.3,232.73022270747072,234.95,-0.3179354192070605,-0.3242783502173552,29676.2,29653.85,"01/12/2020, 09:15:35",2.346999999999977
"01/12/2020, 09:15:34",233.95,236.33023108075045,239.75,-0.3204418784662266,-0.3248105652346567,29670.85,29660.2,"01/12/2020, 09:15:36",3.4605000000000112
"01/12/2020, 09:15:35",234.95,239.835078074087,243.3,-0.3242783502173552,-0.32504878854524577,29653.85,29665.6,"01/12/2020, 09:15:37",6.000500000000023
"01/12/2020, 09:15:40",238.55,241.51062981382307,244.62039473684212,-0.32535554082642193,-0.32804702937028196,29655.3,29653.2,"01/12/2020, 09:15:42",3.684894736842104
"01/12/2020, 09:15:46",239.8,234.9848416820149,232.89285714285717,-0.32177648254219093,-0.31860865551607276,29675.45,29678.55,"01/12/2020, 09:15:48",4.5091428571428445
"01/12/2020, 09:16:05",222.65,219.96045447128827,222.5794642857143,-0.31247742008417845,-0.31395767191497725,29688.05,29681.85,"01/12/2020, 09:16:07",-2.155964285714289
"01/12/2020, 09:16:12",230.50967741935483,236.94192612770593,232.35,-0.32238959829555824,-0.3236417125663138,29657.4,29652.05,"01/12/2020, 09:16:14",-0.4647741935483838
"01/12/2020, 09:16:19",239.1,241.59973344560626,237.2,-0.3273665421147598,-0.3263169886849937,29646.55,29648.15,"01/12/2020, 09:16:21",-4.291000000000006
"01/12/2020, 09:16:30",240.04772727272726,243.05990005627993,243.85,-0.3260537273945374,-0.3297093769106141,29639.5,29643.75,"01/12/2020, 09:16:32",1.4017954545454638
"01/12/2020, 09:16:35",248.4,251.55579106926254,252.5,-0.334709091566765,-0.33535544062033296,29627.75,29631.5,"01/12/2020, 09:16:37",1.6159999999999943
"01/12/2020, 09:16:36",252.4,255.50346688743176,250.25,-0.33760266569515807,-0.3353510175656993,29620.75,29627.8,"01/12/2020, 09:16:38",-4.674000000000006
"01/12/2020, 09:16:41",254.0,256.6233355349939,253.0,-0.33914134864971857,-0.34005627194346744,29616.15,29610.35,"01/12/2020, 09:16:43",-3.54
"01/12/2020, 09:16:42",253.0,255.57730972903983,255.0,-0.34005627194346744,-0.34093360609404044,29610.35,29609.45,"01/12/2020, 09:16:44",-0.5300000000000002
"01/12/2020, 09:16:47",251.25,248.0475515667718,248.85,-0.33828093746706145,-0.33722687730914913,29615.75,29616.75,"01/12/2020, 09:16:49",-0.1124999999999945
"01/12/2020, 09:16:56",258.0,260.8133938755024,261.85,-0.34437606582287117,-0.34854821578846895,29598.35,29585.3,"01/12/2020, 09:16:58",1.2700000000000227
"01/12/2020, 09:16:58",261.85,264.97622115321354,268.2,-0.34854821578846895,-0.3507696426822804,29585.3,29584.35,"01/12/2020, 09:17:00",3.7314999999999654
