time t,actual price at t,expected price at t + 3,actual price at t + 3,delta at t,expected delta at t+3,actual delta at t + 3,spot at t,expected spot at t+3,actual spot at t + 3,time t + 3,trade pnl,    , Total PnL:
"01/12/2020, 09:15:15",68.1,67.40087663711405,73.55,-0.12432628845999716,-0.12379840617747752,-0.13083639271371794,29691.35,5.647272727273032,29674.85,"01/12/2020, 09:15:18",-4.769000000000003,    ,-231.2856583801856
"01/12/2020, 09:15:17",75.0,75.96341345625507,78.55555555555554,-0.13281783353704668,-0.13358815099970592,-0.13823559510228733,29666.15,-7.211818181817547,29635.6,"01/12/2020, 09:15:20",2.805555555555543
"01/12/2020, 09:15:18",73.55,74.81876451654547,78.55555555555554,-0.13083639271371794,-0.13231332652635916,-0.13823559510228733,29674.85,-9.589090909090803,29614.3,"01/12/2020, 09:15:21",4.270055555555546,   ,positive:,144
"01/12/2020, 09:15:19",75.9,77.39474495178588,83.6,-0.1332168925955557,-0.1355721839515602,-0.14350306364576682,29673.45,-11.025454545454176,29628.6,"01/12/2020, 09:15:22",6.940999999999988,   ,negative:,312
"01/12/2020, 09:15:20",78.55555555555554,81.33742258446485,84.5,-0.13823559510228733,-0.142739702015123,-0.14448673932747624,29635.6,-19.48909090909107,29626.35,"01/12/2020, 09:15:23",5.158888888888901
"01/12/2020, 09:15:21",78.55555555555554,82.91904672704987,79.95,-0.13823559510228733,-0.1445386740738286,-0.13861579363947385,29614.3,-30.189090909091334,29650.2,"01/12/2020, 09:15:24",0.6088888888889045,   ,EPAP:,117
"01/12/2020, 09:15:22",83.6,88.12346124336015,78.38455882352943,-0.14350306364576682,-0.151056689972558,-0.13740874369432277,29628.6,-29.945454545455206,29645.3,"01/12/2020, 09:15:25",-6.051441176470563,   ,EPAL:,134
"01/12/2020, 09:15:23",84.5,88.46342528769092,78.38455882352943,-0.14448673932747624,-0.15215746401633046,-0.13740874369432277,29626.35,-26.048181818182375,29653.3,"01/12/2020, 09:15:26",-6.960441176470568,   ,ELAP:,117
"01/12/2020, 09:15:24",79.95,82.75389038049802,76.73984375,-0.13861579363947385,-0.1445710798981798,-0.13460400235771885,29650.2,-19.394545454545735,29661.8,"01/12/2020, 09:15:27",-4.009656249999997,   ,ELAL:,88
"01/12/2020, 09:15:25",78.38455882352943,80.21487451158944,76.73984375,-0.13740874369432277,-0.14155573766898175,-0.13460400235771885,29645.3,-12.930000000000557,29670.5,"01/12/2020, 09:15:28",-2.4285606617647204
"01/12/2020, 09:15:26",78.38455882352943,79.53498865399729,73.05,-0.13740874369432277,-0.13992401741647467,-0.1301872216799893,29653.3,-8.22181818181846,29677.3,"01/12/2020, 09:15:29",-6.118404411764729
"01/12/2020, 09:15:28",76.73984375,75.70356692742676,73.75,-0.13460400235771885,-0.13385445101345217,-0.13040632240972627,29670.5,7.741818181818236,29684.7,"01/12/2020, 09:15:31",2.222445312500006
"01/12/2020, 09:15:29",73.05,70.71280778171456,73.3,-0.1301872216799893,-0.1271909879836709,-0.12984176855752594,29677.3,18.375454545454836,29686.65,"01/12/2020, 09:15:32",0.48050000000000004
"01/12/2020, 09:15:30",71.6,68.71950987749773,75.84390243902439,-0.1279688498016185,-0.12347683779870006,-0.13260136115604837,29689.7,23.328181818182202,29676.2,"01/12/2020, 09:15:33",-3.5279024390243956
"01/12/2020, 09:15:31",73.75,71.0915179977865,75.84390243902439,-0.13040632240972627,-0.1251907274470134,-0.13260136115604837,29684.7,21.235454545455088,29670.85,"01/12/2020, 09:15:34",-1.35640243902439
"01/12/2020, 09:15:32",73.3,70.82684000172998,79.44742268041237,-0.12984176855752594,-0.12514840362944762,-0.13806287178113053,29686.65,19.761818181818803,29653.85,"01/12/2020, 09:15:35",-5.414422680412376
"01/12/2020, 09:15:33",75.84390243902439,74.02761004361953,79.44742268041237,-0.13260136115604837,-0.12957530546373164,-0.13806287178113053,29676.2,14.017272727273205,29660.2,"01/12/2020, 09:15:36",-2.8450812169977393
"01/12/2020, 09:15:34",75.84390243902439,74.49262782566909,80.6,-0.13260136115604837,-0.13050062113176286,-0.1381869681608805,29670.85,10.354545454545786,29665.6,"01/12/2020, 09:15:37",-3.9976585365853605
"01/12/2020, 09:15:37",80.6,81.61178172772597,78.3,-0.1381869681608805,-0.14086316928218034,-0.13671193598838727,29665.6,-7.182727272727657,29655.3,"01/12/2020, 09:15:40",-3.105999999999997
"01/12/2020, 09:15:38",78.65,79.80995155524279,80.55,-0.13604433042928576,-0.1394477279526737,-0.1390189191170066,29670.35,-8.318181818182413,29652.55,"01/12/2020, 09:15:41",1.1134999999999913
"01/12/2020, 09:15:39",78.7,79.96169330659443,83.19,-0.13647167963881657,-0.1397364717331584,-0.14126423232028174,29664.6,-9.029090909091808,29653.2,"01/12/2020, 09:15:42",3.702999999999995
"01/12/2020, 09:15:40",78.3,79.4581875735826,83.19,-0.13671193598838727,-0.13920523720943576,-0.14126423232028174,29655.3,-8.320000000000768,29651.55,"01/12/2020, 09:15:43",4.107
"01/12/2020, 09:15:41",80.55,81.65345771729507,83.86806722689076,-0.1390189191170066,-0.1412877999097294,-0.1417299944023398,29652.55,-7.810000000000583,29654.4,"01/12/2020, 09:15:44",2.5125672268907615
"01/12/2020, 09:15:48",77.3,76.30683950488422,77.75,-0.1342284764177748,-0.1333752343581099,-0.1346886651845125,29678.55,7.446363636364152,29678.05,"01/12/2020, 09:15:51",0.3229999999999972
