time t,actual price at t,expected price at t + 5,actual price at t + 5,delta at t,expected delta at t+5,actual delta at t + 5,spot at t,expected spot at t+5,actual spot at t + 5,time t + 5,trade pnl,    , Total PnL:
"01/12/2020, 09:15:24",79.95,91.72826656978471,73.05,-0.13861579363947385,-0.2868695472845413,-0.1301872216799893,29650.2,-84.97059577798782,29677.3,"01/12/2020, 09:15:29",-7.699500000000006,    ,-4846.964171799088
"01/12/2020, 09:15:25",78.38455882352943,73.05126233272048,71.6,-0.13740874369432277,-0.3205357803602698,-0.1279688498016185,29645.3,38.81337058632395,29689.7,"01/12/2020, 09:15:30",6.000713235294143
"01/12/2020, 09:15:26",78.38455882352943,83.2737696656879,73.75,-0.13740874369432277,-0.31871427826659454,-0.13040632240972627,29653.3,-35.58151185076639,29684.7,"01/12/2020, 09:15:31",-5.418404411764726,   ,positive:,5396
"01/12/2020, 09:15:27",76.73984375,55.874087994014175,73.3,-0.13460400235771885,-0.2588680803592544,-0.12984176855752594,29661.8,155.01586424253367,29686.65,"01/12/2020, 09:15:32",2.6724453125000087,   ,negative:,12661
"01/12/2020, 09:15:28",76.73984375,53.40604672328242,75.84390243902439,-0.13460400235771885,-0.2371405967757624,-0.13260136115604837,29670.5,173.35143545513978,29676.2,"01/12/2020, 09:15:33",0.12854287347561555
"01/12/2020, 09:15:29",73.05,64.38703910018951,75.84390243902439,-0.1301872216799893,-0.1985056284604478,-0.13260136115604837,29677.3,66.5423287172127,29670.85,"01/12/2020, 09:15:34",-2.063402439024393,   ,EPAP:,4777
"01/12/2020, 09:15:30",71.6,65.2148780985397,79.44742268041237,-0.1279688498016185,-0.22356601651433416,-0.13806287178113053,29689.7,49.895907569371104,29653.85,"01/12/2020, 09:15:35",-7.131422680412379,   ,EPAL:,4221
"01/12/2020, 09:15:31",73.75,121.81068141820248,79.44742268041237,-0.13040632240972627,-0.293926866702111,-0.13806287178113053,29684.7,-368.54563896986264,29660.2,"01/12/2020, 09:15:36",4.959922680412373,   ,ELAP:,4347
"01/12/2020, 09:15:32",73.3,126.95245034167016,80.6,-0.12984176855752594,-0.3552612692323354,-0.1381869681608805,29686.65,-413.21410619803464,29665.6,"01/12/2020, 09:15:37",6.5669999999999975,   ,ELAL:,4712
"01/12/2020, 09:15:33",75.84390243902439,98.7133449834998,78.65,-0.13260136115604837,-0.3458055652862576,-0.13604433042928576,29676.2,-172.46763038549895,29670.35,"01/12/2020, 09:15:38",2.047658536585372
"01/12/2020, 09:15:34",75.84390243902439,93.84214123493071,78.7,-0.13260136115604837,-0.33362336504598794,-0.13647167963881657,29670.85,-135.73193094696495,29664.6,"01/12/2020, 09:15:39",2.097658536585369
"01/12/2020, 09:15:35",79.44742268041237,113.06445611491974,78.3,-0.13806287178113053,-0.35796337668986916,-0.13671193598838727,29653.85,-243.4907589623375,29655.3,"01/12/2020, 09:15:40",-1.9418969072164995
"01/12/2020, 09:15:36",79.44742268041237,134.3159463372425,80.55,-0.13806287178113053,-0.31736981514938034,-0.1390189191170066,29660.2,-397.416937290806,29652.55,"01/12/2020, 09:15:41",0.30810309278350034
"01/12/2020, 09:15:37",80.6,129.3991535996505,83.19,-0.1381869681608805,-0.3731211485689241,-0.14126423232028174,29665.6,-353.1386081416693,29653.2,"01/12/2020, 09:15:42",1.7840000000000034
"01/12/2020, 09:15:38",78.65,127.85431100110861,83.19,-0.13604433042928576,-0.3588881926474736,-0.14126423232028174,29670.35,-361.6785120397533,29651.55,"01/12/2020, 09:15:43",3.753499999999992
"01/12/2020, 09:15:39",78.7,63.00268048163525,83.86806722689076,-0.13647167963881657,-0.27538620545337045,-0.1417299944023398,29664.6,115.02254211209966,29654.4,"01/12/2020, 09:15:44",-4.381067226890756
"01/12/2020, 09:15:40",78.3,45.343636463080074,83.86806722689076,-0.13671193598838727,-0.2664928354437009,-0.1417299944023398,29655.3,241.06427356656948,29657.65,"01/12/2020, 09:15:45",-4.785067226890761
"01/12/2020, 09:15:41",80.55,53.96949541210458,80.3,-0.1390189191170066,-0.23102017799329988,-0.13725384694680542,29652.55,191.20062763201088,29675.45,"01/12/2020, 09:15:46",-0.5555
"01/12/2020, 09:15:42",83.19,44.45730625959987,76.85,-0.14126423232028174,-0.20620101323923484,-0.13388662573561305,29653.2,274.186134056803,29677.2,"01/12/2020, 09:15:47",5.508100000000003
"01/12/2020, 09:15:43",83.19,61.11997102186449,77.3,-0.14126423232028174,-0.2520673529766818,-0.1342284764177748,29651.55,156.23225083683724,29678.55,"01/12/2020, 09:15:48",5.0581000000000005
"01/12/2020, 09:15:44",83.86806722689076,49.04540617480275,78.1,-0.1417299944023398,-0.22820199725334994,-0.13509518557839328,29654.4,245.69718780369277,29676.9,"01/12/2020, 09:15:49",4.929386554621857
"01/12/2020, 09:15:45",83.86806722689076,44.474834041082595,77.65,-0.1417299944023398,-0.2113188908403902,-0.1348837387013191,29657.65,277.9456342457728,29673.6,"01/12/2020, 09:15:50",5.379386554621846
"01/12/2020, 09:15:46",80.3,56.391611178264014,77.75,-0.13725384694680542,-0.2428194612097595,-0.1346886651845125,29675.45,174.1910289115758,29678.05,"01/12/2020, 09:15:51",1.7469999999999972
"01/12/2020, 09:15:47",76.85,60.32054897735552,74.6,-0.13388662573561305,-0.2316092080191426,-0.13182046000110859,29677.2,123.45856751431846,29675.55,"01/12/2020, 09:15:52",1.4815
