time t,actual price at t,expected price at t + 4,actual price at t + 4,delta at t,expected delta at t+4,actual delta at t + 4,spot at t,expected spot at t+4,actual spot at t + 4,time t + 4,trade pnl,    , Total PnL:
"01/12/2020, 09:15:23",84.5,85.42008526154238,76.73984375,-0.14448673932747624,-0.28936089941578796,-0.13460400235771885,29626.35,-6.367956435483206,29661.8,"01/12/2020, 09:15:27",-8.605156249999995,    ,-4.526252934641876
"01/12/2020, 09:15:32",73.3,74.35298014120951,79.44742268041237,-0.12984176855752594,-0.26110627405455467,-0.13806287178113053,29686.65,-8.109718104640539,29660.2,"01/12/2020, 09:15:36",5.414422680412376
"01/12/2020, 09:15:33",75.84390243902439,76.92670852725738,80.6,-0.13260136115604837,-0.26727554441137247,-0.1381869681608805,29676.2,-8.165874609376893,29665.6,"01/12/2020, 09:15:37",3.9976585365853605,   ,positive:,6
"01/12/2020, 09:15:37",80.6,81.594697556715,80.55,-0.1381869681608805,-0.2768909057984342,-0.1390189191170066,29665.6,-7.198200886475465,29652.55,"01/12/2020, 09:15:41",-0.8559999999999971,   ,negative:,7
"01/12/2020, 09:15:40",78.3,77.31415371928317,83.86806722689076,-0.13671193598838727,-0.2733465054032205,-0.1417299944023398,29655.3,7.2111207671038215,29654.4,"01/12/2020, 09:15:44",-4.785067226890761
"01/12/2020, 09:25:01",85.55000000000001,84.63969760754254,84.74551282051283,-0.14594313047382457,-0.29160216663996863,-0.14477337667813117,29619.4,6.237377459987612,29621.4,"01/12/2020, 09:25:05",-0.05101282051281775,   ,EPAP:,7
"01/12/2020, 12:28:32",55.668238993710695,56.523954817606786,56.3,-0.1097446743870023,-0.22027909136640222,-0.1102864396671066,29713.7,-7.79733348042479,29714.15,"01/12/2020, 12:28:36",0.07507861635219548,   ,EPAL:,2
"01/12/2020, 12:28:33",55.6,56.40830970222695,56.5,-0.10962001949792466,-0.2203999886508765,-0.11072147137838328,29711.65,-7.373741638882393,29710.4,"01/12/2020, 12:28:37",0.34399999999999853,   ,ELAP:,2
"01/12/2020, 12:28:39",56.182352941176475,57.09480337851605,56.35,-0.10965247562353397,-0.22061061522476114,-0.109680974173898,29722.5,-8.321293542630627,29726.3,"01/12/2020, 12:28:43",-0.39417647058823857,   ,ELAL:,2
"01/12/2020, 12:28:40",55.3,56.07468121258819,56.1,-0.10869006848679419,-0.2182310578692207,-0.1095993865192213,29722.4,-7.127433291500028,29722.55,"01/12/2020, 12:28:44",0.24700000000000433
"01/12/2020, 12:28:41",55.95,56.51952887334522,56.8,-0.10919265018856095,-0.21938374844143094,-0.11028141739188868,29726.9,-5.215816928719291,29724.65,"01/12/2020, 12:28:45",0.2904999999999943
"01/12/2020, 14:13:23",36.75,36.35728029141998,37.15,-0.07886475375471491,-0.1569797764776185,-0.07949106416162977,29870.0,4.979660620021138,29867.75,"01/12/2020, 14:13:27",-0.032499999999998586
"01/12/2020, 14:13:25",37.1,36.680722313719194,36.9,-0.07928898714908428,-0.1578987088888942,-0.0791076429777604,29871.3,5.287968750218196,29868.95,"01/12/2020, 14:13:29",-0.17099999999999715
