time t,actual price at t,expected price at t + 2,actual price at t + 2,vega at t,actual vega at t + 2,imp_v at t,actual imp_v at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:04",4.05,3.9081022385213977,4.05,0.5301454903017486,0.5341319431081786,61.807422990760166,61.216809631223946,"01/12/2020, 09:15:08",-0.0405,    ,7.479952470078947
"01/12/2020, 09:15:07",4.1,3.4221082713057207,2.85,0.5380987514857765,0.41625585955596023,61.39754174196098,58.89049574294486,"01/12/2020, 09:15:11",1.2089999999999996
"01/12/2020, 09:15:08",4.1,3.7694268710339447,2.85,0.5380987514857765,0.41625585955596023,61.39754174196098,58.89049574294486,"01/12/2020, 09:15:12",1.2089999999999996,   ,positive:,81
"01/12/2020, 09:15:17",2.85,2.7771823443893644,2.85,0.41625585955596023,0.4182135130567417,58.89049574294486,58.54236667733475,"01/12/2020, 09:15:21",-0.0285,   ,negative:,93
"01/12/2020, 09:15:20",2.85,2.9855862720237614,3.4499999999999997,0.4182135130567417,0.48293387051867853,58.54236667733475,59.18754773838513,"01/12/2020, 09:15:24",0.5714999999999997
"01/12/2020, 09:15:21",2.85,2.9161184910370124,3.4499999999999997,0.4182135130567417,0.48293387051867853,58.54236667733475,59.18754773838513,"01/12/2020, 09:15:25",0.5714999999999997,   ,EPAP:,82
"01/12/2020, 09:15:22",3.4499999999999997,3.5314303562602336,3.45,0.48293387051867853,0.48079340697822204,59.18754773838513,59.523101893581924,"01/12/2020, 09:15:26",-0.03449999999999955,   ,EPAL:,13
"01/12/2020, 09:15:29",3.45,3.6045831351687796,3.5,0.48079340697822204,0.48225838742492044,59.523101893581924,60.162936254823464,"01/12/2020, 09:15:33",0.01549999999999982,   ,ELAP:,12
"01/12/2020, 09:15:30",3.45,3.525382289700679,3.5,0.48079340697822204,0.48225838742492044,59.523101893581924,60.162936254823464,"01/12/2020, 09:15:34",0.01549999999999982,   ,ELAL:,67
"01/12/2020, 09:15:32",3.5,3.617777924014801,3.85,0.48225838742492044,0.5168880612871618,60.162936254823464,60.64894944654108,"01/12/2020, 09:15:36",0.31500000000000006
"01/12/2020, 09:15:40",4.0,3.6659457116998397,3.5,0.5308547298203621,0.4853429461686716,60.92825583256138,59.67596468104449,"01/12/2020, 09:15:44",0.46
"01/12/2020, 09:15:41",4.0,3.8370988070017966,3.5,0.5308547298203621,0.4853429461686716,60.92825583256138,59.67596468104449,"01/12/2020, 09:15:45",0.46
"01/12/2020, 09:15:42",3.5,3.674840843796591,3.85,0.4853429461686716,0.5185980472990508,59.67596468104449,60.39286392698315,"01/12/2020, 09:15:46",0.31500000000000006
"01/12/2020, 09:15:43",3.5,3.585260938227158,3.85,0.4853429461686716,0.5185980472990508,59.67596468104449,60.39286392698315,"01/12/2020, 09:15:47",0.31500000000000006
"01/12/2020, 09:15:47",3.85,3.9920730429705804,3.95,0.5185980472990508,0.5255287077708601,60.39286392698315,60.93805000513436,"01/12/2020, 09:15:51",0.06150000000000009
"01/12/2020, 09:15:55",3.95,3.7446936581469634,3.5,0.5255287077708601,0.4828958572800559,60.93805000513436,60.06072342290505,"01/12/2020, 09:15:59",0.4105000000000002
"01/12/2020, 09:15:56",3.85,3.7636755656142173,3.5,0.5162550903540932,0.4828958572800559,60.74310317670435,60.06072342290505,"01/12/2020, 09:16:00",0.3115000000000001
"01/12/2020, 09:16:02",3.5,3.7415968368753383,4.0,0.4828958572800559,0.5299773074994931,60.06072342290505,61.05636200172031,"01/12/2020, 09:16:06",0.46499999999999997
"01/12/2020, 09:16:03",3.5,3.6178144221762594,4.0,0.4828958572800559,0.5299773074994931,60.06072342290505,61.05636200172031,"01/12/2020, 09:16:07",0.46499999999999997
"01/12/2020, 09:16:13",4.15,4.051071910350214,4.2,0.5433984554588847,0.551094888373683,61.37708399133337,61.01478662669617,"01/12/2020, 09:16:17",-0.09149999999999983
"01/12/2020, 09:16:25",4.2,4.332802807157305,4.45,0.551695981919238,0.5739099419975986,60.929248190119104,61.40828775713829,"01/12/2020, 09:16:29",0.208
"01/12/2020, 09:16:26",4.2,4.026800255722862,4.0,0.551695981919238,0.5334266737886537,60.929248190119104,60.54992730342386,"01/12/2020, 09:16:30",0.15800000000000017
"01/12/2020, 09:16:27",4.45,4.32928625861816,4.0,0.5739099419975986,0.5334266737886537,61.40828775713829,60.54992730342386,"01/12/2020, 09:16:31",0.4055000000000002
"01/12/2020, 09:16:30",4.0,4.138541478951883,4.3,0.5334266737886537,0.5610405242276784,60.54992730342386,61.066782685246764,"01/12/2020, 09:16:34",0.25999999999999984
"01/12/2020, 09:16:31",4.0,4.144430025700444,4.5,0.5334266737886537,0.5793773536163371,60.54992730342386,61.353562474654346,"01/12/2020, 09:16:35",0.46
"01/12/2020, 09:16:48",4.5,4.229153054532099,4.1,0.5803306087675821,0.5457237155466999,61.22355059867767,60.294771536093826,"01/12/2020, 09:16:52",0.35500000000000037
"01/12/2020, 09:17:02",4.3,4.394699026218631,4.3,0.5678337647716916,0.565561264495301,60.127598050209244,60.43837007508955,"01/12/2020, 09:17:06",-0.043
"01/12/2020, 09:17:10",4.3,4.180973380233332,4.25,0.5652420488644481,0.563554463975791,60.48205051484308,59.99962111177418,"01/12/2020, 09:17:14",0.006999999999999826
"01/12/2020, 09:18:29",4.15,4.046559535562556,4.25,0.5537253110529576,0.5669531984833185,59.90578850338847,59.534030747425994,"01/12/2020, 09:18:33",-0.14149999999999965
"01/12/2020, 09:18:34",4.2,4.294148953283292,4.2,0.5616669234485414,0.5592294926437091,59.53723783763658,59.87081829432203,"01/12/2020, 09:18:38",-0.042
"01/12/2020, 09:19:34",4.3,4.398115613963349,4.3,0.5702341283656267,0.5677076074097442,59.79545816939352,60.1378700867854,"01/12/2020, 09:19:38",-0.043
"01/12/2020, 09:19:58",4.15,4.064417248965777,4.15,0.5571893340280241,0.5594291496503416,59.42374903730814,59.118082849773245,"01/12/2020, 09:20:02",-0.0415
"01/12/2020, 09:20:04",4.15,4.275106512889205,4.3,0.5576833758788666,0.5701729364538153,59.35578129301165,59.80221417221259,"01/12/2020, 09:20:08",0.10849999999999946
"01/12/2020, 09:20:08",4.3,4.394710320759917,4.35,0.5701729364538153,0.5729257062070303,59.80221417221259,60.13277749086963,"01/12/2020, 09:20:12",0.006999999999999826
"01/12/2020, 09:20:44",4.2,4.054506509576771,4.2,0.5613351148457753,0.5651440101831469,59.576783725799665,59.060979015260784,"01/12/2020, 09:20:48",-0.042
"01/12/2020, 09:21:35",4.05,4.135301515320841,4.15,0.5502617301795709,0.5580693715725431,58.90822648436308,59.29899698549759,"01/12/2020, 09:21:39",0.05950000000000053
"01/12/2020, 09:22:56",4.05,3.967306725768406,3.9,0.54939464304681,0.5353770261177004,59.02451273609236,58.72497625768018,"01/12/2020, 09:23:00",0.1094999999999999
"01/12/2020, 09:24:43",3.8,3.9332087169899985,3.8,0.5195302079402921,0.5158673079919538,59.438719975832846,59.97887435679424,"01/12/2020, 09:24:47",-0.038
"01/12/2020, 09:24:44",3.8,3.7069427930437713,3.75,0.519131422725934,0.5144562933904666,59.497080567237425,59.38720061692517,"01/12/2020, 09:24:48",0.011999999999999823
"01/12/2020, 09:25:13",3.8,3.6891754652617035,3.8,0.5166344868275274,0.5195308066023188,59.86415289749094,59.43726241194559,"01/12/2020, 09:25:17",-0.038
"01/12/2020, 09:26:28",3.55,3.6259671899530956,3.7,0.4919370612961984,0.5063139922490052,59.479992604053535,59.78730527803303,"01/12/2020, 09:26:32",0.11450000000000035
"01/12/2020, 09:26:30",3.7,3.5907981244899316,3.55,0.5063139922490052,0.49272829909210714,59.78730527803303,59.35809104036481,"01/12/2020, 09:26:34",0.11300000000000035
"01/12/2020, 09:26:31",3.7,3.6195748825099248,3.55,0.5063139922490052,0.49342456281203795,59.78730527803303,59.25128869997063,"01/12/2020, 09:26:35",0.11300000000000035
"01/12/2020, 09:27:01",3.5,3.587540939243145,3.7,0.4886487401193307,0.5082754938361091,59.13486004700884,59.49137550951576,"01/12/2020, 09:27:05",0.16500000000000017
"01/12/2020, 09:27:18",3.7,3.787898918338747,3.8,0.508472504886754,0.5169923723881595,59.46133830022556,59.805355383048386,"01/12/2020, 09:27:22",0.06299999999999964
"01/12/2020, 09:27:26",3.8,3.7230821612314156,3.7,0.5169923723881595,0.5081486589939033,59.805355383048386,59.50927687119978,"01/12/2020, 09:27:30",0.061999999999999646
"01/12/2020, 09:27:34",3.7,3.779836016368597,3.8,0.5081486589939033,0.5168756494778819,59.50927687119978,59.8219366574444,"01/12/2020, 09:27:38",0.06299999999999964
"01/12/2020, 09:27:44",3.7,3.782976547645958,3.9,0.5082418622253755,0.527624740380432,59.49495444085038,59.819853818727076,"01/12/2020, 09:27:48",0.16299999999999973
"01/12/2020, 09:28:31",3.85,3.9442894474645334,3.9,0.5249116018900679,0.5278168378379036,59.43247245412058,59.78994349986514,"01/12/2020, 09:28:35",0.011499999999999823
"01/12/2020, 09:29:27",4.0,4.09125976301046,4.05,0.5370545220022365,0.5399760220749812,59.992648040827426,60.330810124501674,"01/12/2020, 09:29:31",0.009999999999999822
"01/12/2020, 09:30:09",3.95,4.066101949259597,3.95,0.5311793353215535,0.5281948658048066,60.071729775129654,60.5067027672212,"01/12/2020, 09:30:13",-0.0395
"01/12/2020, 09:30:10",3.95,4.072595969756476,4.05,0.5311793353215535,0.5370281377974493,60.071729775129654,60.753891357600864,"01/12/2020, 09:30:14",0.060499999999999644
"01/12/2020, 09:30:26",3.85,4.01761909551316,4.1,0.518577694351066,0.5405421246730384,60.35763695512384,61.00087779789971,"01/12/2020, 09:30:30",0.21149999999999955
"01/12/2020, 09:30:37",4.1,4.003429119030642,4.0,0.5392240527583283,0.5312148416573024,61.19198136705361,60.835578746222794,"01/12/2020, 09:30:41",0.05899999999999965
"01/12/2020, 09:33:04",4.25,4.410249965744335,4.35,0.5568404739590562,0.563025365315994,60.888781036809156,61.461486205706905,"01/12/2020, 09:33:08",0.05749999999999964
"01/12/2020, 09:35:40",4.4,4.505522281396018,4.5,0.5727552898438546,0.5802560789066433,60.81485655464708,61.18149585466337,"01/12/2020, 09:35:44",0.05599999999999964
"01/12/2020, 09:37:02",4.45,4.358783911863155,4.3,0.5736532830219829,0.561110169659429,61.38744246657769,61.00157947387471,"01/12/2020, 09:37:06",0.10550000000000034
"01/12/2020, 09:39:10",4.104705882352941,4.206447756323748,4.301785714285714,0.5456893911380973,0.5611146807567025,60.98311796324407,61.354155778288735,"01/12/2020, 09:39:14",0.1560327731092435
