time t,actual price at t,expected price at t + 2,actual price at t + 2,vega at t,actual vega at t + 2,imp_v at t,actual imp_v at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:04",416.76153846153846,401.9960771279087,416.36136363636365,9.31833771906986,9.317118913265404,45.88674890237202,44.69725302725849,"01/12/2020, 09:15:08",-3.767440559440569,    ,-11.670884498834312
"01/12/2020, 09:15:06",416.36136363636365,428.91459922288925,427.4125,9.317118913265404,9.318060154300838,44.69725302725849,46.947725650606486,"01/12/2020, 09:15:10",6.887522727272738
"01/12/2020, 09:24:43",481.97333333333336,493.2136520796485,482.62,9.259948234912827,9.284625176746886,47.00110219562582,49.02864373792226,"01/12/2020, 09:24:47",-4.173066666666687,   ,positive:,5
"01/12/2020, 09:24:44",481.97333333333336,471.7400636155214,478.4,9.259948234912827,9.262009588211185,47.00110219562582,46.81714600887671,"01/12/2020, 09:24:48",-1.2463999999999533,   ,negative:,7
"01/12/2020, 10:41:40",338.35,329.20419139965185,321.25,9.135788786848934,9.115059894304068,43.39221259766985,42.198482622094566,"01/12/2020, 10:41:44",13.716500000000023
"01/12/2020, 10:45:01",328.0,319.96009302131523,313.45,9.11691531332599,9.09595874866136,42.79765952624572,41.819423771105576,"01/12/2020, 10:45:05",11.27000000000001,   ,EPAP:,2
"01/12/2020, 13:07:11",359.35,350.05308464537643,358.0,8.97106473614258,8.957560839972757,43.42973528713941,42.622144812353305,"01/12/2020, 13:07:15",-2.2434999999999774,   ,EPAL:,1
"01/12/2020, 13:07:21",345.35,336.4428501167821,342.15,8.957631234894507,8.943339826979354,42.71196800075777,41.81361945299339,"01/12/2020, 13:07:25",-0.253499999999955,   ,ELAP:,0
"01/12/2020, 13:39:06",323.7318181818182,315.5985459404812,320.65,8.88950729932185,8.887994448339668,41.956830463718916,40.13633320623362,"01/12/2020, 13:39:10",-0.1554999999999609,   ,ELAL:,9
"01/12/2020, 14:01:06",292.4,286.31485466760495,288.3,8.804477343629515,8.791895030997694,40.382076205853075,39.24166246628803,"01/12/2020, 14:01:10",1.175999999999966
"01/12/2020, 14:13:04",296.0,286.4236681899154,292.15,8.78587136565875,8.778699286606752,41.10410687719378,39.07166314364884,"01/12/2020, 14:13:08",0.8900000000000228
"01/12/2020, 14:13:06",292.15,300.8483645617093,261.3,8.778699286606752,8.707447332747506,39.07166314364884,40.54685319908903,"01/12/2020, 14:13:10",-33.77149999999997
