time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,actual delta at t + 2,spot at t,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:06",66.05,67.95441696632453,68.36377551020408,-0.12270175047888188,-0.1248470260634349,29683.05,29694.1,"01/12/2020, 09:15:08",1.6532755102040815,    ,22.251625187832264
"01/12/2020, 09:15:12",68.5,66.72839075956377,66.214,-0.12331224588706391,-0.12051123313767675,29715.0,29696.75,"01/12/2020, 09:15:14",1.6010000000000013
"01/12/2020, 09:15:16",69.85,71.53830329655774,73.55,-0.12758777684211964,-0.13083639271371794,29667.65,29674.85,"01/12/2020, 09:15:18",3.0015000000000027,   ,positive:,15
"01/12/2020, 09:15:20",78.55555555555554,81.23216786288181,83.6,-0.13823559510228733,-0.14350306364576682,29635.6,29628.6,"01/12/2020, 09:15:22",4.258888888888896,   ,negative:,6
"01/12/2020, 09:15:21",78.55555555555554,81.31724668195841,84.5,-0.13823559510228733,-0.14448673932747624,29614.3,29626.35,"01/12/2020, 09:15:23",5.158888888888901
"01/12/2020, 09:16:12",75.55,77.22821782994008,76.45,-0.1339266936383865,-0.13515429445760674,29657.4,29652.05,"01/12/2020, 09:16:14",0.14450000000000573,   ,EPAP:,8
"01/12/2020, 09:20:45",96.2,98.18214243261757,98.4,-0.16267338382931484,-0.1646385527237726,29525.1,29524.05,"01/12/2020, 09:20:47",1.2380000000000027,   ,EPAL:,2
"01/12/2020, 09:24:45",88.17373737373738,85.73092350666006,87.19457831325302,-0.14978974165842374,-0.1489767017574195,29628.9,29607.05,"01/12/2020, 09:24:47",0.09742168674698959,   ,ELAP:,3
"01/12/2020, 09:30:11",83.75,81.89472777304718,81.05,-0.1427761995273613,-0.14010904878887231,29641.0,29643.5,"01/12/2020, 09:30:13",1.862500000000003,   ,ELAL:,8
"01/12/2020, 10:05:39",73.1,74.70912916733253,74.1,-0.13348192312605534,-0.13463755976772518,29628.0,29625.7,"01/12/2020, 10:05:41",0.269
"01/12/2020, 10:35:44",53.55,52.11487983505408,55.15,-0.10420047724437609,-0.10643739794886642,29769.2,29761.25,"01/12/2020, 10:35:46",-2.1355000000000013
"01/12/2020, 10:54:03",46.35,45.237816016639506,44.7,-0.09051443598764308,-0.08858795317792101,29883.2,29881.55,"01/12/2020, 10:54:05",1.1864999999999986
"01/12/2020, 12:28:16",52.656026365348396,54.16007077855219,52.5,-0.10259566693093802,-0.10383901878867619,29753.8,29752.85,"01/12/2020, 12:28:18",-0.6825866290018797
"01/12/2020, 12:28:23",58.85,61.812721363451274,57.8,-0.11445046011431259,-0.11233899535909586,29691.45,29707.85,"01/12/2020, 12:28:25",-1.6385000000000043
"01/12/2020, 13:07:13",51.3,49.886389933957965,48.8,-0.10150478346986347,-0.09893478904814401,29771.45,29762.75,"01/12/2020, 13:07:15",1.987
"01/12/2020, 13:07:23",47.85,46.8299740120176,45.45,-0.09655559731527319,-0.09377051992487395,29788.3,29784.35,"01/12/2020, 13:07:25",1.9214999999999987
"01/12/2020, 13:39:09",44.31842105263158,43.2731966850451,40.0,-0.09197090416819265,-0.08504719169195596,29815.6,29823.5,"01/12/2020, 13:39:11",3.875236842105262
"01/12/2020, 13:39:10",41.65,40.77692320235612,40.0,-0.08719819606994861,-0.08469490071547625,29823.7,29832.05,"01/12/2020, 13:39:12",1.2334999999999985
"01/12/2020, 14:00:57",39.2,38.4121312939443,40.25,-0.08378004033602338,-0.08533656045983662,29828.6,29824.6,"01/12/2020, 14:00:59",-1.441999999999997
"01/12/2020, 14:13:07",36.5,35.42527465249669,37.4,-0.07873617935274524,-0.07973267481702351,29864.4,29870.25,"01/12/2020, 14:13:09",-1.2649999999999986
"01/12/2020, 15:21:46",27.35,28.023254325454918,27.55,-0.06711159892347496,-0.06746030334170428,29813.25,29812.4,"01/12/2020, 15:21:48",-0.07350000000000073
