time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,actual delta at t + 2,spot at t,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:06",207.95,212.7161968130475,220.0,-0.3070864744586288,-0.3101812872955634,29683.05,29694.1,"01/12/2020, 09:15:08",9.970500000000012,    ,-6.343238591130159
"01/12/2020, 09:15:12",210.25,205.91236970153187,216.06363636363636,-0.3019192504325474,-0.3076004783906683,29715.0,29696.75,"01/12/2020, 09:15:14",-7.916136363636363
"01/12/2020, 09:15:20",240.0,246.38957845711604,250.0,-0.3299944403806876,-0.33509211762066116,29635.6,29628.6,"01/12/2020, 09:15:22",7.6,   ,positive:,4
"01/12/2020, 09:15:21",245.0,251.72048471077528,241.8,-0.33639178345765686,-0.3326271866171737,29614.3,29626.35,"01/12/2020, 09:15:23",-5.649999999999989,   ,negative:,8
"01/12/2020, 09:24:45",259.8352941176471,254.20892157747983,256.412987012987,-0.345000861761946,-0.3441061908233678,29628.9,29607.05,"01/12/2020, 09:24:47",0.8239541634836209
"01/12/2020, 10:35:44",172.05,168.29211300844986,177.05,-0.2728507532083313,-0.2770343283373222,29769.2,29761.25,"01/12/2020, 10:35:46",-6.7205,   ,EPAP:,4
"01/12/2020, 12:28:16",170.5,174.5287773389102,170.5184210526316,-0.274815753027724,-0.2746571912894069,29753.8,29752.85,"01/12/2020, 12:28:18",-1.686578947368405,   ,EPAL:,2
"01/12/2020, 12:28:23",186.55,194.19484564267373,181.9,-0.29532176467910176,-0.28967178714083275,29691.45,29707.85,"01/12/2020, 12:28:25",-6.515500000000006,   ,ELAP:,2
"01/12/2020, 13:07:13",172.0,168.20395809502247,164.75,-0.2725761657075054,-0.269916458910302,29771.45,29762.75,"01/12/2020, 13:07:15",5.53,   ,ELAL:,4
"01/12/2020, 13:39:09",133.646992481203,130.8972630310381,132.65,-0.241952935266454,-0.23862571219979145,29815.6,29823.5,"01/12/2020, 13:39:11",-0.33947744360903553
"01/12/2020, 14:13:07",123.95,120.86696583074819,123.45,-0.22586824798054295,-0.2246246011054609,29864.4,29870.25,"01/12/2020, 14:13:09",-0.7395
"01/12/2020, 15:21:46",110.0,112.2303427692652,110.4,-0.2223258934009209,-0.22280731755017769,29813.25,29812.4,"01/12/2020, 15:21:48",-0.6999999999999944
