time t,actual price at t,expected price at t + 3,actual price at t + 3,delta at t,expected delta at t+3,actual delta at t + 3,spot at t,expected spot at t+3,actual spot at t + 3,time t + 3,trade pnl,    , Total PnL:
"01/12/2020, 09:15:11",72.02142857142857,72.92554367557479,66.214,-0.12861489890383382,-0.2572342322422134,-0.12051123313767675,29684.8,-7.029629629629692,29696.75,"01/12/2020, 09:15:14",-6.527642857142859,    ,-15.744387356672618
"01/12/2020, 09:15:19",75.9,76.78326089096839,83.6,-0.1332168925955557,-0.26678942332634425,-0.14350306364576682,29673.45,-6.630246913579923,29628.6,"01/12/2020, 09:15:22",6.940999999999988
"01/12/2020, 09:15:22",83.6,84.98480456418156,78.38455882352943,-0.14350306364576682,-0.2896104370175456,-0.13740874369432277,29628.6,-9.649999999999388,29645.3,"01/12/2020, 09:15:25",-6.051441176470563,   ,positive:,14
"01/12/2020, 09:15:25",78.38455882352943,79.33250951459596,76.73984375,-0.13740874369432277,-0.2770649779890453,-0.13460400235771885,29645.3,-6.898765432098846,29670.5,"01/12/2020, 09:15:28",-2.4285606617647204,   ,negative:,12
"01/12/2020, 09:15:26",78.38455882352943,79.76059712535228,73.05,-0.13740874369432277,-0.27532776532145786,-0.1301872216799893,29653.3,-10.01419753086426,29677.3,"01/12/2020, 09:15:29",-6.118404411764729
"01/12/2020, 09:15:29",73.05,72.221141355304,73.3,-0.1301872216799893,-0.2590370820990352,-0.12984176855752594,29677.3,6.366666666667124,29686.65,"01/12/2020, 09:15:32",0.48050000000000004,   ,EPAP:,4
"01/12/2020, 09:15:30",71.6,70.84648465539648,75.84390243902439,-0.1279688498016185,-0.2541405564206068,-0.13260136115604837,29689.7,5.888271604938505,29676.2,"01/12/2020, 09:15:33",-3.5279024390243956,   ,EPAL:,8
"01/12/2020, 09:20:50",96.05,97.25640389524551,96.4,-0.16214837055485987,-0.32553765600924733,-0.16284114935842808,29529.85,-7.440123456790186,29525.15,"01/12/2020, 09:20:53",-0.6104999999999915,   ,ELAP:,6
"01/12/2020, 09:24:50",87.80000000000001,86.59400223381317,85.97364532019705,-0.14871861012579757,-0.2971585081701208,-0.14631272299538978,29609.1,8.109259259259556,29622.05,"01/12/2020, 09:24:53",0.9483546798029607,   ,ELAL:,8
"01/12/2020, 09:30:17",81.0,80.18178243953676,81.65,-0.14016204377185204,-0.27943379944774255,-0.14089902065279603,29642.05,5.837654320987815,29640.15,"01/12/2020, 09:30:20",0.15999999999999437
"01/12/2020, 09:52:12",71.55,70.79861879878555,72.4,-0.12878095069481788,-0.25668642825133214,-0.12990252171221073,29676.15,5.834567901234415,29671.85,"01/12/2020, 09:52:15",-0.1345000000000085
"01/12/2020, 10:35:49",54.5,53.854824897050776,54.95,-0.1054250218658126,-0.20975347994756444,-0.10591490010938287,29766.55,6.119753086420211,29767.0,"01/12/2020, 10:35:52",0.0949999999999972
"01/12/2020, 10:54:09",44.75,44.256883493116526,44.75,-0.08859362772000168,-0.17641734420190736,-0.08838925289182953,29882.9,5.566049382715896,29887.9,"01/12/2020, 10:54:12",-0.4475
"01/12/2020, 12:28:21",54.73801020408163,55.58044614952108,58.15,-0.10691313996176177,-0.2146063863173603,-0.11320364549192163,29744.4,-7.8796296296297195,29699.5,"01/12/2020, 12:28:24",2.86460969387755
"01/12/2020, 12:28:25",57.8,58.3854803319857,57.4,-0.11233899535909586,-0.22544441035279306,-0.11258887454914657,29707.85,-5.211728395061656,29695.35,"01/12/2020, 12:28:28",-0.9779999999999985
"01/12/2020, 12:28:26",55.95,56.78039478914545,57.7,-0.11009407958226802,-0.22172326434940012,-0.11243615663261153,29710.35,-7.542592592591972,29704.1,"01/12/2020, 12:28:29",1.1905000000000001
"01/12/2020, 12:28:28",57.4,58.51546384969991,55.668238993710695,-0.11258887454914657,-0.2264141484736818,-0.1097446743870023,29695.35,-9.907407407407721,29709.9,"01/12/2020, 12:28:31",-2.3057610062893037
"01/12/2020, 12:28:29",57.7,58.66223140466326,55.668238993710695,-0.11243615663261153,-0.2259431077346214,-0.1097446743870023,29704.1,-8.55802469135772,29713.7,"01/12/2020, 12:28:32",-2.608761006289308
"01/12/2020, 13:07:18",50.0,49.437695136039075,49.2,-0.10026790089341375,-0.20022149250182314,-0.09920358595536527,29765.15,5.608024691358249,29767.2,"01/12/2020, 13:07:21",0.29999999999999716
"01/12/2020, 13:39:14",41.324113475177306,40.862480536630486,40.85198412698413,-0.0868678546225965,-0.17308217918638052,-0.0865091586319977,29825.9,5.314197530863577,29819.2,"01/12/2020, 13:39:17",0.058888213441405046
"01/12/2020, 13:39:15",41.40564516129032,40.842262464925284,40.85198412698413,-0.08688880122917908,-0.17297821886213122,-0.0865091586319977,29821.8,6.483950617284409,29817.3,"01/12/2020, 13:39:18",0.13960458269329196
"01/12/2020, 14:01:02",39.5,39.098464409322595,37.5,-0.08431466712863767,-0.16791571571233094,-0.08142938065702765,29825.3,4.76234567901203,29830.05,"01/12/2020, 14:01:05",1.605
"01/12/2020, 14:13:12",36.75,36.30383292824283,35.5,-0.07889866349160002,-0.15686811169405385,-0.07699459868035774,29869.1,5.654938271605557,29874.35,"01/12/2020, 14:13:15",0.8825000000000001
"01/12/2020, 14:13:13",36.1,35.574175525392405,35.05,-0.07791417258431466,-0.1550377025537666,-0.07640598862508341,29871.75,6.748765432098693,29873.45,"01/12/2020, 14:13:16",0.6890000000000043
