time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,actual delta at t + 2,spot at t,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:06",238.35,232.83161596609236,234.45,0.35439775201666635,0.35533295704226475,29683.05,29694.1,"01/12/2020, 09:15:08",1.5165000000000055,    ,-22.524603735218722
"01/12/2020, 09:15:12",241.55,247.22171392400932,234.64670329670332,0.36304472741903737,0.35590333704931254,29715.0,29696.75,"01/12/2020, 09:15:14",-9.31879670329669
"01/12/2020, 09:15:13",245.35,248.24750717851276,234.64670329670332,0.3655457122476946,0.35590333704931254,29719.4,29691.35,"01/12/2020, 09:15:15",-13.156796703296672,   ,positive:,40
"01/12/2020, 09:15:14",234.64670329670332,230.60276848778165,233.8,0.35590333704931254,0.349116797951865,29696.75,29667.65,"01/12/2020, 09:15:16",-1.4997637362637226,   ,negative:,50
"01/12/2020, 09:15:15",234.64670329670332,232.1292223496016,229.10689655172413,0.35590333704931254,0.3472275508556777,29691.35,29666.15,"01/12/2020, 09:15:17",3.193339712012155
"01/12/2020, 09:15:16",233.8,229.00607218550286,229.10689655172413,0.349116797951865,0.3472275508556777,29667.65,29674.85,"01/12/2020, 09:15:18",2.3551034482758775,   ,EPAP:,32
"01/12/2020, 09:15:20",228.3,221.2977036866643,224.45,0.3399246729713923,0.33677955716484576,29635.6,29628.6,"01/12/2020, 09:15:22",1.5670000000000224,   ,EPAL:,17
"01/12/2020, 09:15:21",222.95,216.81331584805346,223.75,0.33319014246444567,0.33600360256969,29614.3,29626.35,"01/12/2020, 09:15:23",1.4294999999999884,   ,ELAP:,12
"01/12/2020, 09:15:24",222.3,226.52178052256406,222.6,0.3403748520213412,0.3411770331695152,29650.2,29653.3,"01/12/2020, 09:15:26",-1.9230000000000174,   ,ELAL:,29
"01/12/2020, 09:15:30",232.3,235.09798836443315,230.66,0.3534391811626847,0.3518142524626455,29689.7,29686.65,"01/12/2020, 09:15:32",-3.9630000000000147
"01/12/2020, 09:15:35",230.45,226.9609835026526,223.92213740458016,0.3447100079029042,0.34293162234462216,29653.85,29665.6,"01/12/2020, 09:15:37",4.223362595419833
"01/12/2020, 09:15:46",227.1,230.63754747990393,231.84785714285715,0.3480196302916738,0.350389232426096,29675.45,29678.55,"01/12/2020, 09:15:48",2.476857142857157
"01/12/2020, 09:16:12",224.41632653061225,219.74451113575736,223.0,0.34261777882420574,0.3410834689020703,29657.4,29652.05,"01/12/2020, 09:16:14",-0.8278367346938702
"01/12/2020, 09:16:30",218.65,216.45307147793764,217.0,0.33644393624854274,0.3365925480466103,29639.5,29643.75,"01/12/2020, 09:16:32",-0.5364999999999944
"01/12/2020, 09:16:47",209.95,212.0703672499975,210.7,0.3274177804996725,0.32798349757285905,29615.75,29616.75,"01/12/2020, 09:16:49",-1.3495
"01/12/2020, 09:17:03",205.35,207.4915575499646,206.2,0.3217036036403442,0.323687624768354,29598.6,29606.4,"01/12/2020, 09:17:05",-1.2035000000000058
"01/12/2020, 09:17:12",202.4,199.35575944450332,199.8,0.3169125528074801,0.3162630189763149,29581.75,29585.25,"01/12/2020, 09:17:14",0.5759999999999943
"01/12/2020, 09:17:43",205.0,208.00932393124924,203.4,0.32394308154835016,0.3212567384252907,29610.6,29601.25,"01/12/2020, 09:17:45",-3.649999999999994
"01/12/2020, 09:18:16",204.85,202.57720556540576,206.35,0.3209663824236486,0.3229666668630671,29596.15,29602.45,"01/12/2020, 09:18:18",0.5484999999999998
"01/12/2020, 09:18:31",195.0,191.3319327676707,198.85,0.30738757232029457,0.3104817097664636,29551.75,29557.5,"01/12/2020, 09:18:33",-1.8999999999999944
"01/12/2020, 09:18:36",203.15,205.78046858484615,202.3,0.31665463002354954,0.31482676949963206,29578.45,29571.15,"01/12/2020, 09:18:38",-2.8814999999999946
"01/12/2020, 09:19:36",205.0,207.076420710445,205.8,0.3185604323334701,0.31908616292639636,29583.5,29584.15,"01/12/2020, 09:19:38",-1.2499999999999885
"01/12/2020, 09:20:00",194.35,192.38842768846447,197.2,0.3041594372007239,0.3071037193876691,29535.95,29543.85,"01/12/2020, 09:20:02",-0.9064999999999943
"01/12/2020, 09:20:44",186.5,183.43245806994622,182.85,0.30066435647313483,0.29607156529891654,29540.4,29526.35,"01/12/2020, 09:20:46",1.7850000000000057
"01/12/2020, 09:20:45",185.3,181.85135794255314,181.95,0.29724201867793454,0.29514676016333397,29525.1,29524.05,"01/12/2020, 09:20:47",1.4970000000000225
"01/12/2020, 09:21:03",188.05,190.33897790649277,185.3,0.3026604820661305,0.30111572150417487,29546.6,29546.55,"01/12/2020, 09:21:05",-4.6305
"01/12/2020, 09:22:16",184.55,182.08993046502766,185.75,0.3023515146196587,0.3032881544640986,29555.5,29556.9,"01/12/2020, 09:22:18",0.6455000000000115
"01/12/2020, 09:22:34",183.8,181.50309081677685,182.55,0.29941390130261425,0.2985644827276701,29541.9,29541.15,"01/12/2020, 09:22:36",-0.5880000000000001
"01/12/2020, 09:23:15",183.6,181.68568638070266,183.85,0.3002535124323913,0.3001653243700275,29547.1,29545.85,"01/12/2020, 09:23:17",1.586
"01/12/2020, 09:24:45",195.97272727272727,201.40787681554178,198.27972972972975,0.31685106382610684,0.31799387534192647,29628.9,29607.05,"01/12/2020, 09:24:47",0.34727518427521
"01/12/2020, 09:24:46",198.27972972972975,194.69138140102396,198.37666666666667,0.31799387534192647,0.3194419253759406,29597.4,29605.5,"01/12/2020, 09:24:48",1.8858603603603843
