time t,actual price at t,expected at t + timeGap, actual at t + timeGap,time t + timeGap,trade pnl
"12/01/2020, 09:16:39",114.75,116.17432281552368,118.7,"12/01/2020, 09:16:44",2.802500000000003
"12/01/2020, 09:16:40",114.75,116.25132008024634,119.2,"12/01/2020, 09:16:45",3.302500000000003
"12/01/2020, 09:16:41",117.0,118.74785555002197,119.2,"12/01/2020, 09:16:46",1.030000000000003
"12/01/2020, 09:16:42",117.45,119.39297975377264,116.25,"12/01/2020, 09:16:47",-2.374500000000003
"12/01/2020, 09:16:43",117.45,119.59995153689646,115.0,"12/01/2020, 09:16:48",-3.624500000000003
"12/01/2020, 09:16:44",118.7,120.95378904099574,115.0,"12/01/2020, 09:16:49",-4.887000000000003
"12/01/2020, 09:16:45",119.2,121.57616509809321,114.7,"12/01/2020, 09:16:50",-5.692
"12/01/2020, 09:16:46",119.2,121.66381855783133,114.55,"12/01/2020, 09:16:51",-5.842000000000006
"12/01/2020, 09:16:47",116.25,118.52951750860424,114.1,"12/01/2020, 09:16:52",-3.3125000000000058
"12/01/2020, 09:16:48",115.0,117.10799095209717,113.5,"12/01/2020, 09:16:53",-2.6500000000000004
"12/01/2020, 09:16:49",115.0,116.77370313692208,113.5,"12/01/2020, 09:16:54",-2.6500000000000004
"12/01/2020, 09:16:50",114.7,116.29923469440854,115.2,"12/01/2020, 09:16:55",-0.647
"12/01/2020, 09:16:51",114.55,115.91487803079677,117.4,"12/01/2020, 09:16:56",1.7045000000000086
"12/01/2020, 09:17:01",125.9,127.24197432990442,117.75,"12/01/2020, 09:17:06",-9.409000000000006
"12/01/2020, 09:17:02",125.9,127.46545549982422,118.85,"12/01/2020, 09:17:07",-8.309000000000012
"12/01/2020, 09:17:03",121.85,123.3564285535881,118.35,"12/01/2020, 09:17:08",-4.7185
"12/01/2020, 09:17:04",121.05,122.44609869036584,119.2,"12/01/2020, 09:17:09",-3.060499999999994
"12/01/2020, 09:17:05",120.0,121.3322523076187,118.9,"12/01/2020, 09:17:10",-2.2999999999999945
"12/01/2020, 09:17:06",117.75,118.97785973901622,121.2,"12/01/2020, 09:17:11",2.2725000000000026
"12/01/2020, 09:17:22",122.95,124.24037172801911,119.2,"12/01/2020, 09:17:27",-4.9795
"12/01/2020, 09:17:30",118.45,117.1534188637665,123.2,"12/01/2020, 09:17:35",-5.9345
"12/01/2020, 09:17:31",118.45,116.91124769466481,121.2,"12/01/2020, 09:17:36",-3.9345
"12/01/2020, 09:17:32",121.75,120.27513461762716,120.7,"12/01/2020, 09:17:37",-0.16750000000000287
"12/01/2020, 09:17:33",121.85,120.40892323311496,120.65,"12/01/2020, 09:17:38",-0.018500000000011285
"12/01/2020, 09:17:34",124.1,122.77733917284012,119.35,"12/01/2020, 09:17:39",3.5090000000000003
"12/01/2020, 09:18:22",121.65,122.98033543329558,122.75,"12/01/2020, 09:18:27",-0.11650000000000582
"12/01/2020, 09:18:23",121.65,123.19273367107122,124.95,"12/01/2020, 09:18:28",2.0834999999999972
"12/01/2020, 09:18:24",121.65,123.35999275361493,124.95,"12/01/2020, 09:18:29",2.0834999999999972
"12/01/2020, 09:18:25",122.45,124.32940639518506,126.95,"12/01/2020, 09:18:30",3.2755
"12/01/2020, 09:18:26",122.75,124.77183655141364,129.75,"12/01/2020, 09:18:31",5.7725
"12/01/2020, 09:18:27",122.75,124.89162975890882,129.65,"12/01/2020, 09:18:32",5.672500000000006
"12/01/2020, 09:18:28",124.95,127.19809650869598,131.0,"12/01/2020, 09:18:33",4.800499999999997
"12/01/2020, 09:18:29",124.95,127.22334724487591,127.4,"12/01/2020, 09:18:34",1.2005000000000028
"12/01/2020, 09:18:30",126.95,129.2585575510583,127.3,"12/01/2020, 09:18:35",-0.9195000000000058
"12/01/2020, 09:18:31",129.75,132.46184422702686,124.95,"12/01/2020, 09:18:36",-6.0974999999999975
"12/01/2020, 09:18:32",129.65,132.58842586750603,124.3,"12/01/2020, 09:18:37",-6.6465000000000085
"12/01/2020, 09:18:33",131.0,133.9486202083356,125.65,"12/01/2020, 09:18:38",-6.659999999999995
"12/01/2020, 09:18:34",127.4,130.23574284919255,125.95,"12/01/2020, 09:18:39",-2.724000000000003
"12/01/2020, 09:18:35",127.3,129.9681758902371,127.45,"12/01/2020, 09:18:40",-1.1229999999999942
"12/01/2020, 09:18:36",124.95,127.3358079888445,127.45,"12/01/2020, 09:18:41",1.2505
"12/01/2020, 09:18:37",124.3,126.41194795369027,129.0,"12/01/2020, 09:18:42",3.4570000000000025
"12/01/2020, 09:18:38",125.65,127.4642187299126,129.65,"12/01/2020, 09:18:43",2.7435
"12/01/2020, 09:18:39",125.95,127.4089788674807,128.95,"12/01/2020, 09:18:44",1.7404999999999857
"12/01/2020, 09:19:54",128.55,129.96043286052623,129.4,"12/01/2020, 09:19:59",-0.43550000000000577
"12/01/2020, 09:19:55",128.8,130.38081899728687,131.0,"12/01/2020, 09:20:00",0.9119999999999886
"12/01/2020, 09:19:56",128.35,129.9177232102217,130.65,"12/01/2020, 09:20:01",1.0165000000000115
"12/01/2020, 09:19:57",127.95,129.45475421346367,129.65,"12/01/2020, 09:20:02",0.42050000000000276
"12/01/2020, 09:19:58",129.4,130.9051494187027,129.65,"12/01/2020, 09:20:03",-1.044
"12/01/2020, 09:19:59",129.4,130.88661962940037,128.0,"12/01/2020, 09:20:04",-2.6940000000000057
"12/01/2020, 09:20:00",131.0,132.69019531712402,128.0,"12/01/2020, 09:20:05",-4.3100000000000005
"12/01/2020, 09:20:01",130.65,132.36655006037188,126.5,"12/01/2020, 09:20:06",-5.4565000000000055
"12/01/2020, 09:20:02",129.65,131.38935036902652,127.25,"12/01/2020, 09:20:07",-3.6965000000000057
"12/01/2020, 09:20:03",129.65,131.29149726260874,127.25,"12/01/2020, 09:20:08",-3.6965000000000057
"12/01/2020, 09:20:04",128.0,129.44079603423364,127.25,"12/01/2020, 09:20:09",-2.0300000000000002
"12/01/2020, 09:20:05",128.0,129.32828165431513,123.5,"12/01/2020, 09:20:10",-5.78
"12/01/2020, 09:20:12",122.25,120.85994466406073,121.85,"12/01/2020, 09:20:17",-0.8224999999999942
"12/01/2020, 09:20:13",121.85,120.0706798293958,123.4,"12/01/2020, 09:20:18",-2.768500000000011
"12/01/2020, 09:20:14",122.95,120.81711837186157,123.15,"12/01/2020, 09:20:19",-1.4295000000000029
"12/01/2020, 09:20:15",123.35,120.87006744097285,124.85,"12/01/2020, 09:20:20",-2.7335000000000003
"12/01/2020, 09:20:16",121.85,119.1627960945883,124.85,"12/01/2020, 09:20:21",-4.2185
"12/01/2020, 09:20:17",121.85,119.06073264577029,125.85,"12/01/2020, 09:20:22",-5.2185
"12/01/2020, 09:20:18",123.4,120.62197972759472,125.85,"12/01/2020, 09:20:23",-3.6839999999999886
"12/01/2020, 09:20:19",123.15,120.5060877793557,127.65,"12/01/2020, 09:20:24",-5.7315000000000005
"12/01/2020, 09:20:20",124.85,122.59732823442624,126.75,"12/01/2020, 09:20:25",-3.1485000000000056
"12/01/2020, 09:20:21",124.85,122.95627472557032,126.8,"12/01/2020, 09:20:26",-3.198500000000003
"12/01/2020, 09:20:22",125.85,124.34544156379835,128.35,"12/01/2020, 09:20:27",-3.7584999999999997
"12/01/2020, 09:20:29",128.35,129.75318032078303,126.7,"12/01/2020, 09:20:34",-2.9334999999999916
"12/01/2020, 09:20:30",128.35,129.9344479842021,125.85,"12/01/2020, 09:20:35",-3.7835
"12/01/2020, 09:20:31",125.9,127.59937362371835,126.0,"12/01/2020, 09:20:36",-1.1590000000000058
"12/01/2020, 09:20:32",126.0,127.62937261222484,125.9,"12/01/2020, 09:20:37",-1.3599999999999943
"12/01/2020, 09:20:33",126.45,127.95308485360722,127.4,"12/01/2020, 09:20:38",-0.3144999999999971
"12/01/2020, 09:20:34",126.7,128.0332450118512,127.25,"12/01/2020, 09:20:39",-0.717000000000003
"12/01/2020, 09:20:46",135.15,136.52846595018687,133.0,"12/01/2020, 09:20:51",-3.501500000000006
"12/01/2020, 09:20:47",136.2,138.10843877707404,133.4,"12/01/2020, 09:20:52",-4.161999999999983
"12/01/2020, 09:20:48",134.35,136.6933257159267,133.0,"12/01/2020, 09:20:53",-2.693499999999994
"12/01/2020, 09:20:49",133.35,135.93824853700033,135.15,"12/01/2020, 09:20:54",0.46650000000001146
"12/01/2020, 09:20:50",133.45,136.27329558252504,136.4,"12/01/2020, 09:20:55",1.615500000000017
"12/01/2020, 09:20:51",133.0,135.9931540885398,136.45,"12/01/2020, 09:20:56",2.1199999999999886
"12/01/2020, 09:20:52",133.4,136.49150914076412,138.5,"12/01/2020, 09:20:57",3.7659999999999942
"12/01/2020, 09:20:53",133.0,136.16894412936776,134.7,"12/01/2020, 09:20:58",0.36999999999998856
"12/01/2020, 09:20:54",135.15,138.3457422066543,133.75,"12/01/2020, 09:20:59",-2.751500000000006
"12/01/2020, 09:20:55",136.4,139.71945882806838,134.1,"12/01/2020, 09:21:00",-3.6640000000000112
"12/01/2020, 09:20:56",136.45,139.7107293317888,132.3,"12/01/2020, 09:21:01",-5.514499999999977
"12/01/2020, 09:20:57",138.5,141.5999201289046,132.3,"12/01/2020, 09:21:02",-7.584999999999988
"12/01/2020, 09:20:58",134.7,137.6575499091659,130.5,"12/01/2020, 09:21:03",-5.546999999999988
"12/01/2020, 09:20:59",133.75,136.2798530982634,130.95,"12/01/2020, 09:21:04",-4.137500000000012
"12/01/2020, 09:21:00",134.1,136.14831558075525,130.95,"12/01/2020, 09:21:05",-4.491000000000006
"12/01/2020, 09:21:01",132.3,133.69029239232046,129.55,"12/01/2020, 09:21:06",-4.073
"12/01/2020, 09:21:09",132.1,130.61689346610206,132.3,"12/01/2020, 09:21:14",-1.521000000000017
"12/01/2020, 09:21:10",134.6,133.0428975288903,131.9,"12/01/2020, 09:21:15",1.3539999999999888
"12/01/2020, 09:21:11",135.8,134.3034007118264,131.9,"12/01/2020, 09:21:16",2.5420000000000056
"12/01/2020, 09:21:12",134.5,133.08408280798568,133.15,"12/01/2020, 09:21:17",0.004999999999994342
"12/01/2020, 09:21:13",133.95,132.58939616016002,133.15,"12/01/2020, 09:21:18",-0.539500000000017
"12/01/2020, 09:21:14",132.3,130.9669232613086,132.2,"12/01/2020, 09:21:19",-1.2229999999999774
"12/01/2020, 09:21:47",131.75,130.42878554078857,132.45,"12/01/2020, 09:21:52",-2.0174999999999885
"12/01/2020, 09:22:08",128.2,126.86669085439921,128.0,"12/01/2020, 09:22:13",-1.0820000000000112
"12/01/2020, 09:22:09",126.95,125.34753492866793,128.9,"12/01/2020, 09:22:14",-3.2195000000000027
"12/01/2020, 09:22:10",128.4,126.61172358381604,128.9,"12/01/2020, 09:22:15",-1.784
"12/01/2020, 09:22:11",129.05,127.0160967185066,132.35,"12/01/2020, 09:22:16",-4.590499999999983
"12/01/2020, 09:22:12",127.05,124.81694776447665,132.05,"12/01/2020, 09:22:17",-6.270500000000014
"12/01/2020, 09:22:13",128.0,125.60954304676031,131.4,"12/01/2020, 09:22:18",-4.680000000000006
"12/01/2020, 09:22:14",128.9,126.49308223184028,131.95,"12/01/2020, 09:22:19",-4.338999999999983
"12/01/2020, 09:22:15",128.9,126.5316152071618,132.15,"12/01/2020, 09:22:20",-4.539
"12/01/2020, 09:22:16",132.35,130.27897269834233,131.9,"12/01/2020, 09:22:21",-0.8735000000000113
"12/01/2020, 09:22:17",132.05,130.33224028467447,131.2,"12/01/2020, 09:22:22",-0.4704999999999775
"12/01/2020, 09:22:28",133.05,134.42950793672188,130.45,"12/01/2020, 09:22:33",-3.930500000000023
"12/01/2020, 09:22:29",131.65,133.05370048800728,132.0,"12/01/2020, 09:22:34",-0.9665000000000057
"12/01/2020, 09:23:13",131.75,130.41419358724374,133.45,"12/01/2020, 09:23:18",-3.0174999999999885
"12/01/2020, 09:23:14",130.75,129.32083441888207,132.0,"12/01/2020, 09:23:19",-2.5575
"12/01/2020, 09:24:29",126.425,125.0979109210196,128.05,"12/01/2020, 09:24:34",-2.8892500000000143
"12/01/2020, 09:24:30",126.425,124.91851123221132,126.5,"12/01/2020, 09:24:35",-1.339250000000003
"12/01/2020, 09:24:31",128.0,126.51178520810595,126.5,"12/01/2020, 09:24:36",0.21999999999999997
"12/01/2020, 09:24:32",128.0,126.49631968309602,126.4,"12/01/2020, 09:24:37",0.3199999999999943
"12/01/2020, 09:24:33",128.35,126.82163001052322,126.4,"12/01/2020, 09:24:38",0.6664999999999888
"12/01/2020, 09:24:34",128.05,126.55335484637482,125.05,"12/01/2020, 09:24:39",1.719500000000014
"12/01/2020, 09:24:35",126.5,125.02019094237767,125.05,"12/01/2020, 09:24:40",0.18500000000000272
"12/01/2020, 09:24:36",126.5,125.00943482031285,124.15,"12/01/2020, 09:24:41",1.0849999999999942
"12/01/2020, 09:24:37",126.4,124.86196259191756,124.15,"12/01/2020, 09:24:42",0.986
"12/01/2020, 09:24:38",126.4,124.850256602413,123.25,"12/01/2020, 09:24:43",1.8860000000000057
"12/01/2020, 09:24:39",125.05,123.56315607530306,123.25,"12/01/2020, 09:24:44",0.5494999999999972
"12/01/2020, 09:24:40",125.05,123.57212787744314,122.05,"12/01/2020, 09:24:45",1.7495
"12/01/2020, 09:24:41",124.15,122.6721105078926,122.05,"12/01/2020, 09:24:46",0.8585000000000085
"12/01/2020, 09:24:42",124.15,122.7870906312193,121.1,"12/01/2020, 09:24:47",1.8085000000000113
"12/01/2020, 09:24:45",122.05,120.51211860197348,121.4,"12/01/2020, 09:24:50",-0.5705000000000084
"12/01/2020, 09:24:46",122.05,120.63981456527823,121.4,"12/01/2020, 09:24:51",-0.5705000000000084
"12/01/2020, 09:24:47",121.1,119.61690824499965,120.25,"12/01/2020, 09:24:52",-0.36100000000000576
"12/01/2020, 09:24:48",121.1,119.57185536677272,120.25,"12/01/2020, 09:24:53",-0.36100000000000576
"12/01/2020, 09:24:49",121.4,119.85234774176087,118.175,"12/01/2020, 09:24:54",2.011000000000008
"12/01/2020, 09:24:50",121.4,119.84497653810973,118.175,"12/01/2020, 09:24:55",2.011000000000008
"12/01/2020, 09:24:51",121.4,119.95221555059679,117.5,"12/01/2020, 09:24:56",2.6860000000000053
"12/01/2020, 09:24:52",120.25,118.8008837249032,117.5,"12/01/2020, 09:24:57",1.5474999999999999
"12/01/2020, 09:24:53",120.25,118.73079042239559,119.67500000000001,"12/01/2020, 09:24:58",-0.6275000000000115
"12/01/2020, 09:24:54",118.175,116.63228258760192,119.67500000000001,"12/01/2020, 09:24:59",-2.6817500000000143
"12/01/2020, 09:24:55",118.175,116.65218446885133,120.425,"12/01/2020, 09:25:00",-3.43175
"12/01/2020, 09:24:56",117.5,115.96661737512639,120.425,"12/01/2020, 09:25:01",-4.099999999999997
"12/01/2020, 09:24:57",117.5,115.95926074793995,118.7,"12/01/2020, 09:25:02",-2.3750000000000027
"12/01/2020, 09:24:58",119.67500000000001,118.21501523516243,118.0,"12/01/2020, 09:25:03",0.47825000000001117
"12/01/2020, 09:24:59",119.67500000000001,118.46277778747647,118.0,"12/01/2020, 09:25:04",0.47825000000001117
"12/01/2020, 09:25:18",124.7,126.14896895397796,124.7,"12/01/2020, 09:25:23",-1.247
"12/01/2020, 09:25:19",124.7,126.37554238449509,124.7,"12/01/2020, 09:25:24",-1.247
"12/01/2020, 09:25:20",124.7,126.61814937006729,124.0,"12/01/2020, 09:25:25",-1.947000000000003
"12/01/2020, 09:25:21",124.7,126.63977897661537,124.25,"12/01/2020, 09:25:26",-1.697000000000003
"12/01/2020, 09:25:22",124.7,126.62410480820313,124.25,"12/01/2020, 09:25:27",-1.697000000000003
"12/01/2020, 09:25:23",124.7,126.51324450905989,124.85,"12/01/2020, 09:25:28",-1.0970000000000086
"12/01/2020, 09:25:24",124.7,126.31545225694262,124.85,"12/01/2020, 09:25:29",-1.0970000000000086
"12/01/2020, 09:25:25",124.0,125.34616706545694,123.4,"12/01/2020, 09:25:30",-1.8399999999999943
"12/01/2020, 09:25:33",120.15,118.77881424351422,121.15,"12/01/2020, 09:25:38",-2.2015000000000002
"12/01/2020, 09:25:34",120.7,119.10866097820575,120.0,"12/01/2020, 09:25:39",-0.5069999999999972
"12/01/2020, 09:25:35",120.7,118.89274105868384,120.15,"12/01/2020, 09:25:40",-0.6570000000000029
"12/01/2020, 09:25:36",120.125,118.24189504546055,120.85,"12/01/2020, 09:25:41",-1.9262499999999942
"12/01/2020, 09:25:37",121.15,119.14624083289362,122.0,"12/01/2020, 09:25:42",-2.0614999999999943
"12/01/2020, 09:25:38",121.15,119.08380590607607,123.9,"12/01/2020, 09:25:43",-3.9615
"12/01/2020, 09:25:39",120.0,117.90880038682108,123.9,"12/01/2020, 09:25:44",-5.100000000000006
"12/01/2020, 09:25:40",120.15,118.03962363036868,123.6,"12/01/2020, 09:25:45",-4.651499999999989
"12/01/2020, 09:25:41",120.85,118.7816189835864,123.15,"12/01/2020, 09:25:46",-3.5085000000000113
"12/01/2020, 09:25:42",122.0,120.16187604730632,125.0,"12/01/2020, 09:25:47",-4.22
"12/01/2020, 09:25:43",123.9,122.28946127864725,125.0,"12/01/2020, 09:25:48",-2.338999999999994
"12/01/2020, 09:25:44",123.9,122.63487459940421,125.2,"12/01/2020, 09:25:49",-2.538999999999997
"12/01/2020, 09:26:35",124.625,125.94015063264213,124.55,"12/01/2020, 09:26:40",-1.321250000000003
"12/01/2020, 09:26:36",124.375,125.80224501535974,124.4,"12/01/2020, 09:26:41",-1.2187499999999944
"12/01/2020, 09:26:37",124.375,125.89884717728225,124.65,"12/01/2020, 09:26:42",-0.9687499999999944
"12/01/2020, 09:26:38",124.4,125.88524242467285,124.65,"12/01/2020, 09:26:43",-0.994
"12/01/2020, 09:26:39",124.55,126.02590084741354,124.65,"12/01/2020, 09:26:44",-1.1454999999999915
"12/01/2020, 09:26:40",124.55,125.95368150229646,124.65,"12/01/2020, 09:26:45",-1.1454999999999915
"12/01/2020, 09:28:14",128.65,129.95122033984407,127.4,"12/01/2020, 09:28:19",-2.5365
"12/01/2020, 09:28:15",129.0,130.39442015506233,127.4,"12/01/2020, 09:28:20",-2.8899999999999944
"12/01/2020, 09:28:16",128.0,129.4551467736677,127.625,"12/01/2020, 09:28:21",-1.655
"12/01/2020, 09:28:17",128.0,129.4497349205629,127.625,"12/01/2020, 09:28:22",-1.655
"12/01/2020, 09:28:18",127.5,128.9358155854207,126.7,"12/01/2020, 09:28:23",-2.0749999999999975
"12/01/2020, 09:28:19",127.4,128.84404923077636,126.7,"12/01/2020, 09:28:24",-1.9740000000000029
"12/01/2020, 09:28:20",127.4,128.78251253633002,127.0,"12/01/2020, 09:28:25",-1.6740000000000057
"12/01/2020, 09:28:21",127.625,129.0115883947151,126.8,"12/01/2020, 09:28:26",-2.101250000000003
"12/01/2020, 09:28:22",127.625,128.9927400829745,126.85,"12/01/2020, 09:28:27",-2.051250000000006
"12/01/2020, 09:28:23",126.7,127.97351022132108,126.85,"12/01/2020, 09:28:28",-1.1170000000000087
"12/01/2020, 09:28:37",123.0,121.64239846766968,122.25,"12/01/2020, 09:28:42",-0.48
"12/01/2020, 09:28:38",123.0,121.55243894826368,122.3,"12/01/2020, 09:28:43",-0.5299999999999971
"12/01/2020, 09:28:39",123.3,121.80735991075653,123.15,"12/01/2020, 09:28:44",-1.0830000000000086
"12/01/2020, 09:28:40",122.65,121.11353118821765,123.65,"12/01/2020, 09:28:45",-2.2265
"12/01/2020, 09:28:41",122.65,121.14306220843002,123.55,"12/01/2020, 09:28:46",-2.1264999999999916
"12/01/2020, 09:28:42",122.25,120.70785059347408,122.65,"12/01/2020, 09:28:47",-1.6225000000000056
"12/01/2020, 09:28:43",122.3,120.74881836942092,122.65,"12/01/2020, 09:28:48",-1.5730000000000086
"12/01/2020, 09:28:44",123.15,121.66472345893578,122.65,"12/01/2020, 09:28:49",-0.7315
"12/01/2020, 09:28:45",123.65,122.32237927855964,122.8,"12/01/2020, 09:28:50",-0.38649999999999163
"12/01/2020, 09:30:12",113.3,111.83828229429598,112.4,"12/01/2020, 09:30:17",-0.23300000000000853
"12/01/2020, 09:30:13",113.1,111.30000640045489,112.4,"12/01/2020, 09:30:18",-0.4310000000000114
"12/01/2020, 09:30:14",112.45,110.40385038174301,112.4,"12/01/2020, 09:30:19",-1.074500000000003
"12/01/2020, 09:30:15",113.05,110.8263073710211,113.3,"12/01/2020, 09:30:20",-1.3805
"12/01/2020, 09:30:16",113.05,110.70818139810626,113.05,"12/01/2020, 09:30:21",-1.1305
"12/01/2020, 09:30:17",112.4,109.97155574122785,112.6,"12/01/2020, 09:30:22",-1.3239999999999887
"12/01/2020, 09:30:18",112.4,109.97147256759774,112.6,"12/01/2020, 09:30:23",-1.3239999999999887
"12/01/2020, 09:30:19",112.4,110.06267062569799,112.0,"12/01/2020, 09:30:24",-0.7239999999999944
"12/01/2020, 09:30:20",113.3,111.06737610816201,111.35,"12/01/2020, 09:30:25",0.8170000000000028
"12/01/2020, 09:30:21",113.05,110.88940744966207,109.5,"12/01/2020, 09:30:26",2.419499999999997
"12/01/2020, 09:30:22",112.6,110.47487347165661,110.0,"12/01/2020, 09:30:27",1.4739999999999944
"12/01/2020, 09:30:23",112.6,110.5456199326741,110.1,"12/01/2020, 09:30:28",1.374
"12/01/2020, 09:30:24",112.0,110.1687754240835,110.6,"12/01/2020, 09:30:29",0.2800000000000056
"12/01/2020, 09:30:25",111.35,109.69614755752997,108.3,"12/01/2020, 09:30:30",1.9364999999999972
"12/01/2020, 09:30:26",109.5,107.99246960166631,108.55,"12/01/2020, 09:30:31",-0.14499999999999713
"12/01/2020, 09:30:27",110.0,108.69285689266106,106.9,"12/01/2020, 09:30:32",1.9999999999999942
"12/01/2020, 09:30:28",110.1,108.98643252142551,106.75,"12/01/2020, 09:30:33",2.2489999999999943
"12/01/2020, 09:30:33",106.75,105.62672440758033,111.35,"12/01/2020, 09:30:38",-5.667499999999994
"12/01/2020, 09:30:34",106.9,105.66277842388652,111.35,"12/01/2020, 09:30:39",-5.518999999999989
"12/01/2020, 09:30:35",107.65,106.3361277186275,110.4,"12/01/2020, 09:30:40",-3.8265000000000002
"12/01/2020, 09:30:36",108.4,107.14452598096665,110.7,"12/01/2020, 09:30:41",-3.3839999999999972
"12/01/2020, 09:30:37",110.0,108.87564688380172,112.55,"12/01/2020, 09:30:42",-3.6499999999999972
"12/01/2020, 09:30:52",115.85,117.04194599264558,113.6,"12/01/2020, 09:30:57",-3.4085
"12/01/2020, 09:30:53",115.55,116.71642999209799,111.6,"12/01/2020, 09:30:58",-5.105500000000003
"12/01/2020, 09:31:09",113.25,112.09214750012367,114.65,"12/01/2020, 09:31:14",-2.532500000000006
"12/01/2020, 09:33:13",114.0,112.84125865216677,116.0,"12/01/2020, 09:33:18",-3.14
"12/01/2020, 09:33:14",114.0,112.85780791716984,116.0,"12/01/2020, 09:33:19",-3.14
"12/01/2020, 09:35:32",117.85,119.1777144831844,119.75,"12/01/2020, 09:35:37",0.7215000000000058
"12/01/2020, 09:35:33",119.9,121.52093499312286,119.75,"12/01/2020, 09:35:38",-1.3490000000000058
"12/01/2020, 09:35:34",119.75,121.63987668226666,119.15,"12/01/2020, 09:35:39",-1.7974999999999943
"12/01/2020, 09:35:35",119.75,121.83321671078598,119.15,"12/01/2020, 09:35:40",-1.7974999999999943
"12/01/2020, 09:35:36",119.75,121.92094802682698,119.15,"12/01/2020, 09:35:41",-1.7974999999999943
