time t,actual price at t,expected price at t + 2,actual price at t + 2,delta at t,expected delta at t+2,actual delta at t + 2,spot at t,expected spot at t+2,actual spot at t + 2,time t + 2,trade pnl,    , Total PnL:
"01/12/2020, 09:15:21",78.55555555555554,79.77433255605507,84.5,-0.13823559510228733,-0.14011231735090796,-0.14448673932747624,29614.3,-8.698571428571345,29626.35,"01/12/2020, 09:15:23",5.158888888888901,    ,-52.724804034429994
"01/12/2020, 09:15:22",83.6,85.17891168266814,79.95,-0.14350306364576682,-0.14587233020327922,-0.13861579363947385,29628.6,-10.823928571428613,29650.2,"01/12/2020, 09:15:24",-4.485999999999992
"01/12/2020, 09:15:23",84.5,86.31528266356848,78.38455882352943,-0.14448673932747624,-0.14735718719716065,-0.13740874369432277,29626.35,-12.318928571428737,29645.3,"01/12/2020, 09:15:25",-6.960441176470568,   ,positive:,21
"01/12/2020, 09:15:24",79.95,81.64909809613727,78.38455882352943,-0.13861579363947385,-0.14155359187075842,-0.13740874369432277,29650.2,-12.003214285714341,29653.3,"01/12/2020, 09:15:26",-2.3649411764705714,   ,negative:,52
"01/12/2020, 09:15:25",78.38455882352943,80.08134210897155,76.73984375,-0.13740874369432277,-0.14047049846957244,-0.13460400235771885,29645.3,-12.07928571428586,29661.8,"01/12/2020, 09:15:27",-2.4285606617647204
"01/12/2020, 09:15:26",78.38455882352943,80.02009618514546,76.73984375,-0.13740874369432277,-0.14053164183646263,-0.13460400235771885,29653.3,-11.638214285714481,29670.5,"01/12/2020, 09:15:28",-2.4285606617647204,   ,EPAP:,21
"01/12/2020, 09:15:27",76.73984375,77.95086697375432,73.05,-0.13460400235771885,-0.13728198487902837,-0.1301872216799893,29661.8,-8.821428571428779,29677.3,"01/12/2020, 09:15:29",-4.457242187500008,   ,EPAL:,27
"01/12/2020, 09:15:32",73.3,72.49789233965608,75.84390243902439,-0.12984176855752594,-0.12873446342788547,-0.13260136115604837,29686.65,6.23071428571454,29670.85,"01/12/2020, 09:15:34",-1.8109024390243929,   ,ELAP:,17
"01/12/2020, 09:15:33",75.84390243902439,74.78392955658552,79.44742268041237,-0.13260136115604837,-0.13110363419156915,-0.13806287178113053,29676.2,8.085000000000244,29653.85,"01/12/2020, 09:15:35",-2.8450812169977393,   ,ELAL:,8
"01/12/2020, 09:15:34",75.84390243902439,74.59020712105068,79.44742268041237,-0.13260136115604837,-0.1308366340039616,-0.13806287178113053,29670.85,9.58214285714309,29660.2,"01/12/2020, 09:15:36",-2.8450812169977393
"01/12/2020, 09:15:35",79.44742268041237,78.34304887443442,80.6,-0.13806287178113053,-0.13659539962621434,-0.1381869681608805,29653.85,8.085000000000113,29665.6,"01/12/2020, 09:15:37",-0.3581030927834975
"01/12/2020, 09:16:19",78.15,78.99926503192127,78.225,-0.13715746849811694,-0.13864743101740779,-0.13690899770608667,29646.55,-6.125357142857085,29648.15,"01/12/2020, 09:16:21",-0.7065000000000115
"01/12/2020, 09:16:20",78.225,79.03151566776951,78.99109589041096,-0.13690899770608667,-0.13833887954880147,-0.1372994830035168,29651.3,-5.830000000000005,29652.9,"01/12/2020, 09:16:22",-0.01615410958903374
"01/12/2020, 09:17:02",86.4,87.26503700924636,86.3,-0.14928104851605895,-0.15086288544937684,-0.1477510998483922,29584.5,-5.733928571428701,29603.85,"01/12/2020, 09:17:04",-0.9640000000000086
"01/12/2020, 09:18:31",92.5,93.42924660313237,93.8,-0.1572776171087753,-0.15861317293164184,-0.15795235763107485,29551.75,-5.858571428571434,29557.5,"01/12/2020, 09:18:33",0.3749999999999971
"01/12/2020, 09:18:32",92.45,93.4578654657654,91.45,-0.15706596932432149,-0.15848721240835012,-0.15550104185422242,29553.85,-6.359285714285787,29562.5,"01/12/2020, 09:18:34",-1.9245
"01/12/2020, 09:18:33",93.8,94.80923020039391,90.15,-0.15795235763107485,-0.15942705563345175,-0.15429026525453082,29557.5,-6.330357142857195,29563.25,"01/12/2020, 09:18:35",-4.587999999999991
"01/12/2020, 09:20:12",88.3,87.35363260827383,87.75,-0.15084525402926374,-0.14961485499595387,-0.15046416665427387,29586.55,6.325357142857033,29585.05,"01/12/2020, 09:20:14",-0.33300000000000285
"01/12/2020, 09:20:13",87.45,86.38054814479719,88.25,-0.15002759146227618,-0.14860131976417637,-0.15059665765875252,29587.25,7.196785714285656,29589.25,"01/12/2020, 09:20:15",0.0745000000000029
"01/12/2020, 09:20:14",87.75,86.6066666116085,87.25,-0.15046416665427387,-0.1489200115130578,-0.14995988653936365,29585.05,7.677499999999963,29585.75,"01/12/2020, 09:20:16",-0.37750000000000006
"01/12/2020, 09:20:15",88.25,87.14364605944304,86.9,-0.15059665765875252,-0.14915455888870252,-0.14985775464992912,29589.25,7.417500000000031,29582.9,"01/12/2020, 09:20:17",0.46749999999999425
"01/12/2020, 09:20:16",87.25,86.21807857548636,88.25,-0.14995988653936365,-0.1485924396316867,-0.1511757100615796,29585.75,6.94464285714296,29581.6,"01/12/2020, 09:20:18",-0.12749999999999995
"01/12/2020, 09:20:17",86.9,85.98993581377216,89.3,-0.14985775464992912,-0.14858190795556375,-0.15241765036080324,29582.9,6.12500000000013,29577.65,"01/12/2020, 09:20:19",-1.5309999999999913
"01/12/2020, 09:20:47",98.4,99.49322701429415,96.15,-0.1646385527237726,-0.16622512299883446,-0.16217613929256913,29524.05,-6.57678571428587,29530.55,"01/12/2020, 09:20:49",-3.234
"01/12/2020, 09:20:48",98.4,99.66919715887573,96.05,-0.16473136265631183,-0.16653789047528075,-0.16214837055485987,29522.95,-7.621071428571434,29529.85,"01/12/2020, 09:20:50",-3.3340000000000085
"01/12/2020, 09:20:49",96.15,97.43030927520824,96.15,-0.16217613929256913,-0.16395453787254155,-0.16216784756579727,29530.55,-7.808928571428493,29530.65,"01/12/2020, 09:20:51",-0.9615000000000001
"01/12/2020, 09:20:50",96.05,97.33594901233555,96.05,-0.16214837055485987,-0.16385243388120735,-0.16221907262661261,29529.85,-7.848214285714311,29529.0,"01/12/2020, 09:20:52",-0.9605
"01/12/2020, 09:20:51",96.15,97.363016552578,96.4,-0.16216784756579727,-0.16369993961916407,-0.16284114935842808,29530.65,-7.409999999999984,29525.15,"01/12/2020, 09:20:53",-0.7115000000000001
"01/12/2020, 09:20:52",96.05,97.16003538210201,97.5,-0.16221907262661261,-0.1635583365724155,-0.16400481513301202,29529.0,-6.786785714285751,29522.5,"01/12/2020, 09:20:54",0.4895000000000028
"01/12/2020, 09:20:53",96.4,97.43587570035442,99.0,-0.16284114935842808,-0.1640156051228457,-0.16605922105554782,29525.15,-6.315714285714186,29513.3,"01/12/2020, 09:20:55",1.6359999999999943
"01/12/2020, 09:30:14",81.6,80.72536825785158,81.65,-0.14060760313441278,-0.13927257040579985,-0.14069194658077322,29643.7,6.279999999999875,29643.15,"01/12/2020, 09:30:16",0.7659999999999886
"01/12/2020, 09:30:15",81.65,80.73839718364987,81.0,-0.14069194658077322,-0.13938880983947197,-0.14016204377185204,29643.15,6.539999999999937,29642.05,"01/12/2020, 09:30:17",-0.16649999999999443
"01/12/2020, 09:30:16",81.65,80.70412556493204,81.0,-0.14069194658077322,-0.13937001621798117,-0.14016204377185204,29643.15,6.786785714285751,29642.05,"01/12/2020, 09:30:18",-0.16649999999999443
"01/12/2020, 09:30:17",81.0,80.06945019626582,82.35,-0.14016204377185204,-0.13881403571953602,-0.14173221125020063,29642.05,6.703571428571454,29637.5,"01/12/2020, 09:30:19",-0.5399999999999943
"01/12/2020, 09:30:18",81.0,80.10367595460893,81.65,-0.14016204377185204,-0.13881124596764494,-0.14089902065279603,29642.05,6.457142857142805,29640.15,"01/12/2020, 09:30:20",0.15999999999999437
"01/12/2020, 09:52:10",70.65,69.94063317891097,71.55,-0.12768468475314876,-0.1262619731135471,-0.12878095069481788,29679.2,5.618214285714488,29676.15,"01/12/2020, 09:52:12",-0.19349999999999146
"01/12/2020, 09:52:11",70.55,69.79373301643984,72.25,-0.12751809797464375,-0.1259021079712446,-0.12947339500897215,29680.25,6.006785714285849,29676.25,"01/12/2020, 09:52:13",-0.9945000000000028
"01/12/2020, 09:52:12",71.55,70.79032853943082,72.35,-0.12878095069481788,-0.12711127582130238,-0.12958556253579445,29676.15,5.9764285714287055,29676.05,"01/12/2020, 09:52:14",-0.08449999999999713
"01/12/2020, 09:52:13",72.25,71.49193567208039,72.4,-0.12947339500897215,-0.1278200721531318,-0.12990252171221073,29676.25,5.930714285714332,29671.85,"01/12/2020, 09:52:15",0.5724999999999943
"01/12/2020, 09:52:14",72.35,71.61850398944436,72.8,-0.12958556253579445,-0.12799580237193758,-0.13017545486491144,29676.05,5.715000000000041,29673.8,"01/12/2020, 09:52:16",0.2734999999999971
"01/12/2020, 10:35:49",54.5,53.93909579379079,54.9,-0.1054250218658126,-0.10416048397571233,-0.10589382422949711,29766.55,5.3850000000000104,29766.3,"01/12/2020, 10:35:51",0.14500000000000146
"01/12/2020, 10:35:50",54.75,54.17813726534935,54.95,-0.10593807430723245,-0.10473676458803181,-0.10591490010938287,29762.1,5.459999999999958,29767.0,"01/12/2020, 10:35:52",0.34749999999999714
"01/12/2020, 10:35:51",54.9,54.31414909360027,54.7,-0.10589382422949711,-0.10476322250091082,-0.10574781838386116,29766.3,5.592142857142763,29764.7,"01/12/2020, 10:35:53",-0.3490000000000043
"01/12/2020, 10:35:52",54.95,54.383467497547066,54.6,-0.10591490010938287,-0.10490648812037762,-0.10571297682417935,29767.0,5.4003571428571115,29763.15,"01/12/2020, 10:35:54",-0.19949999999999857
"01/12/2020, 10:36:09",52.0,51.473489812524726,51.65,-0.10115766028775397,-0.10028083293182785,-0.10092445270402095,29794.5,5.250357142857033,29790.9,"01/12/2020, 10:36:11",-0.1699999999999986
"01/12/2020, 11:20:29",52.1,52.644781861586964,52.25,-0.1010655541676897,-0.10157072928775181,-0.10147866030365549,29799.05,-5.363571428571543,29794.1,"01/12/2020, 11:20:31",-0.37100000000000144
"01/12/2020, 11:20:30",52.25,52.841076833415016,51.65,-0.10147866030365549,-0.1020354582960538,-0.10087561454383831,29794.1,-5.79285714285735,29792.15,"01/12/2020, 11:20:32",-1.1225000000000014
"01/12/2020, 11:20:31",52.25,52.8586541199391,51.4,-0.10147866030365549,-0.10206201556050994,-0.10025659128132247,29794.1,-5.963571428571724,29798.95,"01/12/2020, 11:20:33",-1.3725000000000014
"01/12/2020, 11:20:32",51.65,52.25354656466764,51.0,-0.10087561454383831,-0.10143030916927794,-0.09987001467379741,29792.15,-5.9503571428572934,29797.25,"01/12/2020, 11:20:34",-1.1664999999999985
